 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: freepot.in          
 #      Free state: E= 5.517553E+03, K=  -1  (EPS= 1.0E-15)
 #        Inner phase shift= 0.000000000000000E+00
 #      Coulomb phase shift= 0.000000000000000E+00  (ETA= 0.000000E+00)
 #      Matching radius: RAD(    4)= 1.200048001920000E-04
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  4.50016629E-03 -2.41600103E-06
   8.00032001E-05  9.00024145E-03 -9.66394540E-06
   1.20004800E-04  1.35001343E-02 -2.17436570E-05
   1.60006400E-04  1.79997538E-02 -3.86548422E-05
   2.00008000E-04  2.24990088E-02 -6.03970901E-05
   2.40009600E-04  2.69978081E-02 -8.69698723E-05
   2.80011200E-04  3.14960607E-02 -1.18372543E-04
   3.20012801E-04  3.59936754E-02 -1.54604339E-04
   3.60014401E-04  4.04905612E-02 -1.95664380E-04
   4.00016001E-04  4.49866270E-02 -2.41551668E-04
   4.40017601E-04  4.94817818E-02 -2.92265087E-04
   4.80019201E-04  5.39759344E-02 -3.47803406E-04
   5.20020801E-04  5.84689940E-02 -4.08165274E-04
   5.60022401E-04  6.29608695E-02 -4.73349225E-04
   6.00024001E-04  6.74514699E-02 -5.43353674E-04
   6.40025601E-04  7.19407043E-02 -6.18176920E-04
   6.80027201E-04  7.64284818E-02 -6.97817145E-04
   7.20028801E-04  8.09147115E-02 -7.82272412E-04
   7.60030401E-04  8.53993026E-02 -8.71540669E-04
   8.00032001E-04  8.98821641E-02 -9.65619746E-04
   8.40033601E-04  9.43632055E-02 -1.06450736E-03
   8.80035201E-04  9.88423358E-02 -1.16820110E-03
   9.20036801E-04  1.03319464E-01 -1.27669845E-03
   9.60038402E-04  1.07794501E-01 -1.38999677E-03
   1.00004000E-03  1.12267354E-01 -1.50809331E-03
   1.04004160E-03  1.16737933E-01 -1.63098520E-03
   1.08004320E-03  1.21206149E-01 -1.75866945E-03
   1.12004480E-03  1.25671910E-01 -1.89114295E-03
   1.16004640E-03  1.30135126E-01 -2.02840250E-03
   1.20004800E-03  1.34595706E-01 -2.17044474E-03
   1.24004960E-03  1.39053560E-01 -2.31726622E-03
   1.28005120E-03  1.43508599E-01 -2.46886338E-03
   1.32005280E-03  1.47960731E-01 -2.62523254E-03
   1.36005440E-03  1.52409867E-01 -2.78636988E-03
   1.40005600E-03  1.56855916E-01 -2.95227149E-03
   1.44005760E-03  1.61298789E-01 -3.12293334E-03
   1.48005920E-03  1.65738395E-01 -3.29835127E-03
   1.52006080E-03  1.70174645E-01 -3.47852103E-03
   1.56006240E-03  1.74607448E-01 -3.66343823E-03
   1.60006400E-03  1.79036715E-01 -3.85309838E-03
   1.64006560E-03  1.83462357E-01 -4.04749685E-03
   1.68006720E-03  1.87884283E-01 -4.24662893E-03
   1.72006880E-03  1.92302404E-01 -4.45048977E-03
   1.76007040E-03  1.96716631E-01 -4.65907442E-03
   1.80007200E-03  2.01126874E-01 -4.87237779E-03
   1.84007360E-03  2.05533043E-01 -5.09039471E-03
   1.88007520E-03  2.09935051E-01 -5.31311986E-03
   1.92007680E-03  2.14332807E-01 -5.54054784E-03
   1.96007840E-03  2.18726222E-01 -5.77267310E-03
   2.00008000E-03  2.23115207E-01 -6.00949001E-03
   2.04008160E-03  2.27499675E-01 -6.25099279E-03
   2.08008320E-03  2.31879535E-01 -6.49717558E-03
   2.12008480E-03  2.36254699E-01 -6.74803239E-03
   2.16008640E-03  2.40625078E-01 -7.00355711E-03
   2.20008800E-03  2.44990585E-01 -7.26374352E-03
   2.24008960E-03  2.49351130E-01 -7.52858530E-03
   2.28009120E-03  2.53706625E-01 -7.79807599E-03
   2.32009280E-03  2.58056983E-01 -8.07220904E-03
   2.36009440E-03  2.62402114E-01 -8.35097779E-03
   2.40009600E-03  2.66741931E-01 -8.63437543E-03
   2.44009760E-03  2.71076346E-01 -8.92239508E-03
   2.48009920E-03  2.75405272E-01 -9.21502973E-03
   2.52010080E-03  2.79728620E-01 -9.51227224E-03
   2.56010240E-03  2.84046303E-01 -9.81411540E-03
   2.60010400E-03  2.88358234E-01 -1.01205518E-02
   2.64010560E-03  2.92664325E-01 -1.04315741E-02
   2.68010720E-03  2.96964489E-01 -1.07471746E-02
   2.72010880E-03  3.01258639E-01 -1.10673457E-02
   2.76011040E-03  3.05546688E-01 -1.13920796E-02
   2.80011200E-03  3.09828550E-01 -1.17213683E-02
   2.84011360E-03  3.14104137E-01 -1.20552039E-02
   2.88011520E-03  3.18373362E-01 -1.23935782E-02
   2.92011680E-03  3.22636141E-01 -1.27364829E-02
   2.96011840E-03  3.26892385E-01 -1.30839098E-02
   3.00012000E-03  3.31142009E-01 -1.34358504E-02
   3.04012160E-03  3.35384927E-01 -1.37922960E-02
   3.08012320E-03  3.39621053E-01 -1.41532380E-02
   3.12012480E-03  3.43850301E-01 -1.45186676E-02
   3.16012641E-03  3.48072586E-01 -1.48885760E-02
   3.20012801E-03  3.52287821E-01 -1.52629540E-02
   3.24012961E-03  3.56495922E-01 -1.56417926E-02
   3.28013121E-03  3.60696804E-01 -1.60250825E-02
   3.32013281E-03  3.64890381E-01 -1.64128144E-02
   3.36013441E-03  3.69076568E-01 -1.68049789E-02
   3.40013601E-03  3.73255281E-01 -1.72015663E-02
   3.44013761E-03  3.77426434E-01 -1.76025670E-02
   3.48013921E-03  3.81589945E-01 -1.80079713E-02
   3.52014081E-03  3.85745727E-01 -1.84177692E-02
   3.56014241E-03  3.89893698E-01 -1.88319508E-02
   3.60014401E-03  3.94033772E-01 -1.92505059E-02
   3.64014561E-03  3.98165867E-01 -1.96734244E-02
   3.68014721E-03  4.02289898E-01 -2.01006959E-02
   3.72014881E-03  4.06405783E-01 -2.05323100E-02
   3.76015041E-03  4.10513436E-01 -2.09682562E-02
   3.80015201E-03  4.14612777E-01 -2.14085239E-02
   3.84015361E-03  4.18703721E-01 -2.18531022E-02
   3.88015521E-03  4.22786185E-01 -2.23019804E-02
   3.92015681E-03  4.26860087E-01 -2.27551476E-02
   3.96015841E-03  4.30925345E-01 -2.32125925E-02
   4.00016001E-03  4.34981875E-01 -2.36743041E-02
   4.04016161E-03  4.39029597E-01 -2.41402712E-02
   4.08016321E-03  4.43068428E-01 -2.46104823E-02
   4.12016481E-03  4.47098285E-01 -2.50849259E-02
   4.16016641E-03  4.51119089E-01 -2.55635905E-02
   4.20016801E-03  4.55130756E-01 -2.60464644E-02
   4.24016961E-03  4.59133206E-01 -2.65335358E-02
   4.28017121E-03  4.63126358E-01 -2.70247928E-02
   4.32017281E-03  4.67110132E-01 -2.75202233E-02
   4.36017441E-03  4.71084445E-01 -2.80198154E-02
   4.40017601E-03  4.75049218E-01 -2.85235567E-02
   4.44017761E-03  4.79004371E-01 -2.90314351E-02
   4.48017921E-03  4.82949823E-01 -2.95434380E-02
   4.52018081E-03  4.86885494E-01 -3.00595529E-02
   4.56018241E-03  4.90811305E-01 -3.05797673E-02
   4.60018401E-03  4.94727177E-01 -3.11040684E-02
   4.64018561E-03  4.98633029E-01 -3.16324435E-02
   4.68018721E-03  5.02528784E-01 -3.21648795E-02
   4.72018881E-03  5.06414361E-01 -3.27013635E-02
   4.76019041E-03  5.10289683E-01 -3.32418824E-02
   4.80019201E-03  5.14154671E-01 -3.37864229E-02
   4.84019361E-03  5.18009246E-01 -3.43349717E-02
   4.88019521E-03  5.21853330E-01 -3.48875155E-02
   4.92019681E-03  5.25686846E-01 -3.54440406E-02
   4.96019841E-03  5.29509717E-01 -3.60045335E-02
   5.00020001E-03  5.33321863E-01 -3.65689804E-02
   5.04020161E-03  5.37123209E-01 -3.71373676E-02
   5.08020321E-03  5.40913678E-01 -3.77096811E-02
   5.12020481E-03  5.44693192E-01 -3.82859069E-02
   5.16020641E-03  5.48461676E-01 -3.88660310E-02
   5.20020801E-03  5.52219052E-01 -3.94500390E-02
   5.24020961E-03  5.55965244E-01 -4.00379168E-02
   5.28021121E-03  5.59700178E-01 -4.06296498E-02
   5.32021281E-03  5.63423777E-01 -4.12252237E-02
   5.36021441E-03  5.67135965E-01 -4.18246238E-02
   5.40021601E-03  5.70836668E-01 -4.24278355E-02
   5.44021761E-03  5.74525811E-01 -4.30348439E-02
   5.48021921E-03  5.78203319E-01 -4.36456342E-02
   5.52022081E-03  5.81869117E-01 -4.42601914E-02
   5.56022241E-03  5.85523131E-01 -4.48785005E-02
   5.60022401E-03  5.89165288E-01 -4.55005463E-02
   5.64022561E-03  5.92795513E-01 -4.61263135E-02
   5.68022721E-03  5.96413733E-01 -4.67557868E-02
   5.72022881E-03  6.00019874E-01 -4.73889508E-02
   5.76023041E-03  6.03613865E-01 -4.80257899E-02
   5.80023201E-03  6.07195631E-01 -4.86662885E-02
   5.84023361E-03  6.10765100E-01 -4.93104309E-02
   5.88023521E-03  6.14322201E-01 -4.99582013E-02
   5.92023681E-03  6.17866860E-01 -5.06095838E-02
   5.96023841E-03  6.21399007E-01 -5.12645624E-02
   6.00024001E-03  6.24918569E-01 -5.19231210E-02
   6.04024161E-03  6.28425476E-01 -5.25852435E-02
   6.08024321E-03  6.31919656E-01 -5.32509136E-02
   6.12024481E-03  6.35401039E-01 -5.39201149E-02
   6.16024641E-03  6.38869554E-01 -5.45928310E-02
   6.20024801E-03  6.42325130E-01 -5.52690454E-02
   6.24024961E-03  6.45767699E-01 -5.59487414E-02
   6.28025121E-03  6.49197190E-01 -5.66319025E-02
   6.32025281E-03  6.52613533E-01 -5.73185117E-02
   6.36025441E-03  6.56016660E-01 -5.80085521E-02
   6.40025601E-03  6.59406502E-01 -5.87020070E-02
   6.44025761E-03  6.62782990E-01 -5.93988590E-02
   6.48025921E-03  6.66146055E-01 -6.00990913E-02
   6.52026081E-03  6.69495629E-01 -6.08026864E-02
   6.56026241E-03  6.72831646E-01 -6.15096272E-02
   6.60026401E-03  6.76154036E-01 -6.22198961E-02
   6.64026561E-03  6.79462733E-01 -6.29334758E-02
   6.68026721E-03  6.82757670E-01 -6.36503486E-02
   6.72026881E-03  6.86038780E-01 -6.43704970E-02
   6.76027041E-03  6.89305997E-01 -6.50939032E-02
   6.80027201E-03  6.92559254E-01 -6.58205493E-02
   6.84027361E-03  6.95798486E-01 -6.65504175E-02
   6.88027521E-03  6.99023627E-01 -6.72834898E-02
   6.92027681E-03  7.02234611E-01 -6.80197481E-02
   6.96027841E-03  7.05431374E-01 -6.87591743E-02
   7.00028001E-03  7.08613851E-01 -6.95017502E-02
   7.04028161E-03  7.11781977E-01 -7.02474575E-02
   7.08028321E-03  7.14935688E-01 -7.09962777E-02
   7.12028481E-03  7.18074921E-01 -7.17481924E-02
   7.16028641E-03  7.21199612E-01 -7.25031831E-02
   7.20028801E-03  7.24309698E-01 -7.32612311E-02
   7.24028961E-03  7.27405114E-01 -7.40223177E-02
   7.28029121E-03  7.30485800E-01 -7.47864242E-02
   7.32029281E-03  7.33551693E-01 -7.55535317E-02
   7.36029441E-03  7.36602729E-01 -7.63236213E-02
   7.40029601E-03  7.39638849E-01 -7.70966739E-02
   7.44029761E-03  7.42659989E-01 -7.78726704E-02
   7.48029921E-03  7.45666089E-01 -7.86515917E-02
   7.52030081E-03  7.48657089E-01 -7.94334185E-02
   7.56030241E-03  7.51632927E-01 -8.02181315E-02
   7.60030401E-03  7.54593543E-01 -8.10057114E-02
   7.64030561E-03  7.57538878E-01 -8.17961386E-02
   7.68030721E-03  7.60468871E-01 -8.25893936E-02
   7.72030881E-03  7.63383463E-01 -8.33854568E-02
   7.76031041E-03  7.66282596E-01 -8.41843085E-02
   7.80031201E-03  7.69166210E-01 -8.49859289E-02
