 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: freepot.in          
 #      Free state: E= 1.101171E+02, K=  -1  (EPS= 1.0E-15)
 #        Inner phase shift=-0.000000000000000E+00
 #      Coulomb phase shift= 0.000000000000000E+00  (ETA= 0.000000E+00)
 #      Matching radius: RAD(    4)= 1.200048001920000E-04
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  5.94504966E-04 -6.36988766E-09
   8.00032001E-05  1.18900972E-03 -2.54795479E-08
   1.20004800E-04  1.78351406E-03 -5.73289727E-08
   1.60006400E-04  2.37801776E-03 -1.01918148E-07
   2.00008000E-04  2.97252063E-03 -1.59247056E-07
   2.40009600E-04  3.56702244E-03 -2.29315672E-07
   2.80011200E-04  4.16152299E-03 -3.12123966E-07
   3.20012801E-04  4.75602208E-03 -4.07671902E-07
   3.60014401E-04  5.35051948E-03 -5.15959441E-07
   4.00016001E-04  5.94501499E-03 -6.36986537E-07
   4.40017601E-04  6.53950840E-03 -7.70753137E-07
   4.80019201E-04  7.13399949E-03 -9.17259186E-07
   5.20020801E-04  7.72848807E-03 -1.07650462E-06
   5.60022401E-04  8.32297392E-03 -1.24848938E-06
   6.00024001E-04  8.91745682E-03 -1.43321338E-06
   6.40025601E-04  9.51193657E-03 -1.63067654E-06
   6.80027201E-04  1.01064130E-02 -1.84087879E-06
   7.20028801E-04  1.07008858E-02 -2.06382004E-06
   7.60030401E-04  1.12953548E-02 -2.29950019E-06
   8.00032001E-04  1.18898199E-02 -2.54791913E-06
   8.40033601E-04  1.24842807E-02 -2.80907677E-06
   8.80035201E-04  1.30787371E-02 -3.08297300E-06
   9.20036801E-04  1.36731889E-02 -3.36960769E-06
   9.60038402E-04  1.42676359E-02 -3.66898073E-06
   1.00004000E-03  1.48620778E-02 -3.98109198E-06
   1.04004160E-03  1.54565145E-02 -4.30594133E-06
   1.08004320E-03  1.60509457E-02 -4.64352862E-06
   1.12004480E-03  1.66453713E-02 -4.99385372E-06
