 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: custompot.in        
 #      Free state: E= 3.905641E+04, K=  -1  (EPS= 1.0E-15)
 #        Inner phase shift=-0.000000000000000E+00
 #      Coulomb phase shift= 2.643255536586180E-01  (ETA=-4.320615E-01)
 #      Matching radius: RAD(    7)= 2.400096003840000E-04
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  4.28690140E-02 -9.34812324E-03
   8.00032001E-05  8.01617914E-02 -1.78359151E-02
   1.20004800E-04  1.15269741E-01 -2.61619755E-02
   1.60006400E-04  1.48843838E-01 -3.44507446E-02
   2.00008000E-04  1.81183472E-01 -4.27552108E-02
   2.40009600E-04  2.12460797E-01 -5.11030520E-02
   2.80011200E-04  2.42787213E-01 -5.95100981E-02
   3.20012801E-04  2.72240354E-01 -6.79857189E-02
   3.60014401E-04  3.00877171E-01 -7.65353959E-02
   4.00016001E-04  3.28741043E-01 -8.51621029E-02
   4.40017601E-04  3.55865976E-01 -9.38671086E-02
   4.80019201E-04  3.82279251E-01 -1.02650476E-01
   5.20020801E-04  4.08003165E-01 -1.11511388E-01
   5.60022401E-04  4.33056233E-01 -1.20448366E-01
   6.00024001E-04  4.57454041E-01 -1.29459426E-01
   6.40025601E-04  4.81209863E-01 -1.38542190E-01
   6.80027201E-04  5.04335130E-01 -1.47693965E-01
   7.20028801E-04  5.26839777E-01 -1.56911809E-01
   7.60030401E-04  5.48732524E-01 -1.66192578E-01
   8.00032001E-04  5.70021084E-01 -1.75532961E-01
   8.40033601E-04  5.90712340E-01 -1.84929509E-01
   8.80035201E-04  6.10812483E-01 -1.94378661E-01
   9.20036801E-04  6.30327121E-01 -2.03876763E-01
   9.60038402E-04  6.49261379E-01 -2.13420082E-01
   1.00004000E-03  6.67619971E-01 -2.23004820E-01
   1.04004160E-03  6.85407268E-01 -2.32627124E-01
   1.08004320E-03  7.02627351E-01 -2.42283099E-01
   1.12004480E-03  7.19284059E-01 -2.51968811E-01
   1.16004640E-03  7.35381027E-01 -2.61680296E-01
   1.20004800E-03  7.50921723E-01 -2.71413570E-01
   1.24004960E-03  7.65909476E-01 -2.81164625E-01
   1.28005120E-03  7.80347498E-01 -2.90929445E-01
