 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: freepot.in          
 #      Free state: E= 2.721139E+01, K=  -1  (EPS= 1.0E-15)
 #        Inner phase shift=-0.000000000000000E+00
 #      Coulomb phase shift= 0.000000000000000E+00  (ETA= 0.000000E+00)
 #      Matching radius: RAD(    5)= 1.600064002560000E-04
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  2.95205849E-04 -7.81622515E-10
   8.00032001E-05  5.90411671E-04 -3.12648998E-09
   1.20004800E-04  8.85617443E-04 -7.03460214E-09
   1.60006400E-04  1.18082314E-03 -1.25059586E-08
   2.00008000E-04  1.47602873E-03 -1.95405588E-08
   2.40009600E-04  1.77123419E-03 -2.81384020E-08
   2.80011200E-04  2.06643950E-03 -3.82994872E-08
   3.20012801E-04  2.36164463E-03 -5.00238135E-08
   3.60014401E-04  2.65684955E-03 -6.33113796E-08
   4.00016001E-04  2.95205424E-03 -7.81621841E-08
   4.40017601E-04  3.24725867E-03 -9.45762254E-08
   4.80019201E-04  3.54246282E-03 -1.12553502E-07
   5.20020801E-04  3.83766667E-03 -1.32094012E-07
   5.60022401E-04  4.13287017E-03 -1.53197753E-07
   6.00024001E-04  4.42807332E-03 -1.75864723E-07
   6.40025601E-04  4.72327608E-03 -2.00094919E-07
   6.80027201E-04  5.01847843E-03 -2.25888340E-07
   7.20028801E-04  5.31368034E-03 -2.53244982E-07
   7.60030401E-04  5.60888179E-03 -2.82164843E-07
   8.00032001E-04  5.90408275E-03 -3.12647919E-07
   8.40033601E-04  6.19928320E-03 -3.44694207E-07
   8.80035201E-04  6.49448311E-03 -3.78303705E-07
   9.20036801E-04  6.78968245E-03 -4.13476408E-07
   9.60038402E-04  7.08488119E-03 -4.50212313E-07
   1.00004000E-03  7.38007933E-03 -4.88511415E-07
   1.04004160E-03  7.67527681E-03 -5.28373712E-07
   1.08004320E-03  7.97047363E-03 -5.69799198E-07
   1.12004480E-03  8.26566976E-03 -6.12787870E-07
   1.16004640E-03  8.56086516E-03 -6.57339723E-07
   1.20004800E-03  8.85605982E-03 -7.03454752E-07
   1.24004960E-03  9.15125370E-03 -7.51132953E-07
   1.28005120E-03  9.44644679E-03 -8.00374320E-07
   1.32005280E-03  9.74163906E-03 -8.51178848E-07
   1.36005440E-03  1.00368305E-02 -9.03546533E-07
   1.40005600E-03  1.03320210E-02 -9.57477368E-07
   1.44005760E-03  1.06272107E-02 -1.01297135E-06
   1.48005920E-03  1.09223994E-02 -1.07002847E-06
   1.52006080E-03  1.12175871E-02 -1.12864872E-06
   1.56006240E-03  1.15127739E-02 -1.18883210E-06
   1.60006400E-03  1.18079597E-02 -1.25057860E-06
   1.64006560E-03  1.21031445E-02 -1.31388821E-06
   1.68006720E-03  1.23983282E-02 -1.37876093E-06
   1.72006880E-03  1.26935108E-02 -1.44519676E-06
   1.76007040E-03  1.29886923E-02 -1.51319567E-06
   1.80007200E-03  1.32838727E-02 -1.58275768E-06
   1.84007360E-03  1.35790519E-02 -1.65388276E-06
   1.88007520E-03  1.38742299E-02 -1.72657091E-06
   1.92007680E-03  1.41694068E-02 -1.80082213E-06
   1.96007840E-03  1.44645824E-02 -1.87663641E-06
   2.00008000E-03  1.47597567E-02 -1.95401373E-06
   2.04008160E-03  1.50549297E-02 -2.03295410E-06
   2.08008320E-03  1.53501015E-02 -2.11345750E-06
   2.12008480E-03  1.56452719E-02 -2.19552392E-06
   2.16008640E-03  1.59404409E-02 -2.27915335E-06
   2.20008800E-03  1.62356085E-02 -2.36434580E-06
   2.24008960E-03  1.65307748E-02 -2.45110124E-06
   2.28009120E-03  1.68259396E-02 -2.53941967E-06
   2.32009280E-03  1.71211029E-02 -2.62930108E-06
   2.36009440E-03  1.74162647E-02 -2.72074546E-06
   2.40009600E-03  1.77114250E-02 -2.81375280E-06
   2.44009760E-03  1.80065838E-02 -2.90832309E-06
   2.48009920E-03  1.83017410E-02 -3.00445632E-06
   2.52010080E-03  1.85968966E-02 -3.10215249E-06
   2.56010240E-03  1.88920506E-02 -3.20141157E-06
   2.60010400E-03  1.91872029E-02 -3.30223357E-06
   2.64010560E-03  1.94823536E-02 -3.40461846E-06
   2.68010720E-03  1.97775026E-02 -3.50856624E-06
   2.72010880E-03  2.00726498E-02 -3.61407690E-06
   2.76011040E-03  2.03677953E-02 -3.72115043E-06
   2.80011200E-03  2.06629390E-02 -3.82978681E-06
   2.84011360E-03  2.09580810E-02 -3.93998604E-06
   2.88011520E-03  2.12532211E-02 -4.05174810E-06
   2.92011680E-03  2.15483593E-02 -4.16507299E-06
   2.96011840E-03  2.18434957E-02 -4.27996068E-06
   3.00012000E-03  2.21386301E-02 -4.39641117E-06
   3.04012160E-03  2.24337627E-02 -4.51442444E-06
   3.08012320E-03  2.27288932E-02 -4.63400049E-06
   3.12012480E-03  2.30240218E-02 -4.75513930E-06
   3.16012641E-03  2.33191484E-02 -4.87784085E-06
   3.20012801E-03  2.36142730E-02 -5.00210514E-06
   3.24012961E-03  2.39093955E-02 -5.12793216E-06
   3.28013121E-03  2.42045159E-02 -5.25532188E-06
   3.32013281E-03  2.44996342E-02 -5.38427429E-06
   3.36013441E-03  2.47947504E-02 -5.51478939E-06
   3.40013601E-03  2.50898644E-02 -5.64686716E-06
   3.44013761E-03  2.53849762E-02 -5.78050758E-06
   3.48013921E-03  2.56800858E-02 -5.91571064E-06
   3.52014081E-03  2.59751932E-02 -6.05247633E-06
   3.56014241E-03  2.62702983E-02 -6.19080463E-06
   3.60014401E-03  2.65654011E-02 -6.33069553E-06
   3.64014561E-03  2.68605016E-02 -6.47214901E-06
   3.68014721E-03  2.71555998E-02 -6.61516506E-06
   3.72014881E-03  2.74506956E-02 -6.75974366E-06
   3.76015041E-03  2.77457890E-02 -6.90588480E-06
   3.80015201E-03  2.80408800E-02 -7.05358847E-06
   3.84015361E-03  2.83359685E-02 -7.20285464E-06
   3.88015521E-03  2.86310546E-02 -7.35368330E-06
   3.92015681E-03  2.89261382E-02 -7.50607444E-06
   3.96015841E-03  2.92212193E-02 -7.66002804E-06
   4.00016001E-03  2.95162978E-02 -7.81554408E-06
   4.04016161E-03  2.98113737E-02 -7.97262255E-06
   4.08016321E-03  3.01064471E-02 -8.13126343E-06
   4.12016481E-03  3.04015178E-02 -8.29146671E-06
   4.16016641E-03  3.06965858E-02 -8.45323237E-06
   4.20016801E-03  3.09916512E-02 -8.61656038E-06
   4.24016961E-03  3.12867139E-02 -8.78145074E-06
   4.28017121E-03  3.15817739E-02 -8.94790343E-06
   4.32017281E-03  3.18768311E-02 -9.11591842E-06
   4.36017441E-03  3.21718856E-02 -9.28549571E-06
   4.40017601E-03  3.24669372E-02 -9.45663527E-06
   4.44017761E-03  3.27619860E-02 -9.62933709E-06
   4.48017921E-03  3.30570319E-02 -9.80360114E-06
   4.52018081E-03  3.33520750E-02 -9.97942742E-06
   4.56018241E-03  3.36471152E-02 -1.01568159E-05
   4.60018401E-03  3.39421524E-02 -1.03357666E-05
   4.64018561E-03  3.42371867E-02 -1.05162794E-05
   4.68018721E-03  3.45322180E-02 -1.06983543E-05
   4.72018881E-03  3.48272462E-02 -1.08819914E-05
   4.76019041E-03  3.51222715E-02 -1.10671906E-05
   4.80019201E-03  3.54172937E-02 -1.12539519E-05
   4.84019361E-03  3.57123128E-02 -1.14422753E-05
   4.88019521E-03  3.60073288E-02 -1.16321607E-05
   4.92019681E-03  3.63023416E-02 -1.18236081E-05
