 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: freepot.in          
 #      Free state: E= 2.953055E+04, K=  -1  (EPS= 1.0E-15)
 #        Inner phase shift=-0.000000000000000E+00
 #      Coulomb phase shift= 0.000000000000000E+00  (ETA= 0.000000E+00)
 #      Matching radius: RAD(    4)= 1.200048001920000E-04
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  1.29924057E-02 -3.73325312E-05
   8.00032001E-05  2.59826181E-02 -1.49322562E-04
   1.20004800E-04  3.89684444E-02 -3.35947407E-04
   1.60006400E-04  5.19476925E-02 -5.97169260E-04
   2.00008000E-04  6.49181713E-02 -9.32935202E-04
   2.40009600E-04  7.78776912E-02 -1.34317721E-03
   2.80011200E-04  9.08240647E-02 -1.82781218E-03
   3.20012801E-04  1.03755106E-01 -2.38674191E-03
   3.60014401E-04  1.16668633E-01 -3.01985316E-03
   4.00016001E-04  1.29562465E-01 -3.72701765E-03
   4.40017601E-04  1.42434425E-01 -4.50809208E-03
   4.80019201E-04  1.55282341E-01 -5.36291816E-03
   5.20020801E-04  1.68104044E-01 -6.29132264E-03
   5.60022401E-04  1.80897369E-01 -7.29311735E-03
   6.00024001E-04  1.93660157E-01 -8.36809923E-03
   6.40025601E-04  2.06390254E-01 -9.51605034E-03
   6.80027201E-04  2.19085509E-01 -1.07367379E-02
   7.20028801E-04  2.31743781E-01 -1.20299145E-02
   7.60030401E-04  2.44362933E-01 -1.33953178E-02
   8.00032001E-04  2.56940833E-01 -1.48326708E-02
   8.40033601E-04  2.69475359E-01 -1.63416821E-02
   8.80035201E-04  2.81964396E-01 -1.79220454E-02
   9.20036801E-04  2.94405834E-01 -1.95734400E-02
   9.60038402E-04  3.06797573E-01 -2.12955310E-02
   1.00004000E-03  3.19137522E-01 -2.30879685E-02
   1.04004160E-03  3.31423597E-01 -2.49503889E-02
   1.08004320E-03  3.43653725E-01 -2.68824139E-02
   1.12004480E-03  3.55825841E-01 -2.88836511E-02
   1.16004640E-03  3.67937890E-01 -3.09536940E-02
   1.20004800E-03  3.79987828E-01 -3.30921220E-02
   1.24004960E-03  3.91973619E-01 -3.52985005E-02
   1.28005120E-03  4.03893242E-01 -3.75723811E-02
   1.32005280E-03  4.15744684E-01 -3.99133015E-02
   1.36005440E-03  4.27525944E-01 -4.23207855E-02
   1.40005600E-03  4.39235034E-01 -4.47943435E-02
   1.44005760E-03  4.50869976E-01 -4.73334722E-02
   1.48005920E-03  4.62428807E-01 -4.99376547E-02
   1.52006080E-03  4.73909576E-01 -5.26063610E-02
   1.56006240E-03  4.85310344E-01 -5.53390476E-02
   1.60006400E-03  4.96629187E-01 -5.81351579E-02
   1.64006560E-03  5.07864194E-01 -6.09941222E-02
   1.68006720E-03  5.19013468E-01 -6.39153576E-02
   1.72006880E-03  5.30075128E-01 -6.68982687E-02
   1.76007040E-03  5.41047307E-01 -6.99422471E-02
   1.80007200E-03  5.51928151E-01 -7.30466717E-02
   1.84007360E-03  5.62715825E-01 -7.62109090E-02
   1.88007520E-03  5.73408506E-01 -7.94343130E-02
   1.92007680E-03  5.84004391E-01 -8.27162252E-02
   1.96007840E-03  5.94501690E-01 -8.60559752E-02
   2.00008000E-03  6.04898631E-01 -8.94528804E-02
   2.04008160E-03  6.15193459E-01 -9.29062461E-02
   2.08008320E-03  6.25384437E-01 -9.64153661E-02
   2.12008480E-03  6.35469844E-01 -9.99795221E-02
   2.16008640E-03  6.45447978E-01 -1.03597985E-01
   2.20008800E-03  6.55317153E-01 -1.07270012E-01
   2.24008960E-03  6.65075705E-01 -1.10994853E-01
   2.28009120E-03  6.74721985E-01 -1.14771743E-01
   2.32009280E-03  6.84254366E-01 -1.18599908E-01
   2.36009440E-03  6.93671238E-01 -1.22478562E-01
   2.40009600E-03  7.02971011E-01 -1.26406909E-01
   2.44009760E-03  7.12152116E-01 -1.30384142E-01
   2.48009920E-03  7.21213003E-01 -1.34409444E-01
   2.52010080E-03  7.30152142E-01 -1.38481988E-01
   2.56010240E-03  7.38968025E-01 -1.42600935E-01
   2.60010400E-03  7.47659162E-01 -1.46765437E-01
   2.64010560E-03  7.56224087E-01 -1.50974638E-01
   2.68010720E-03  7.64661355E-01 -1.55227670E-01
   2.72010880E-03  7.72969540E-01 -1.59523656E-01
   2.76011040E-03  7.81147240E-01 -1.63861709E-01
   2.80011200E-03  7.89193075E-01 -1.68240935E-01
   2.84011360E-03  7.97105686E-01 -1.72660429E-01
   2.88011520E-03  8.04883739E-01 -1.77119278E-01
   2.92011680E-03  8.12525919E-01 -1.81616559E-01
   2.96011840E-03  8.20030936E-01 -1.86151342E-01
   3.00012000E-03  8.27397525E-01 -1.90722687E-01
   3.04012160E-03  8.34624441E-01 -1.95329648E-01
   3.08012320E-03  8.41710464E-01 -1.99971270E-01
   3.12012480E-03  8.48654398E-01 -2.04646588E-01
   3.16012641E-03  8.55455071E-01 -2.09354633E-01
   3.20012801E-03  8.62111335E-01 -2.14094425E-01
   3.24012961E-03  8.68622066E-01 -2.18864980E-01
   3.28013121E-03  8.74986166E-01 -2.23665304E-01
   3.32013281E-03  8.81202559E-01 -2.28494398E-01
   3.36013441E-03  8.87270196E-01 -2.33351254E-01
   3.40013601E-03  8.93188054E-01 -2.38234860E-01
   3.44013761E-03  8.98955133E-01 -2.43144196E-01
   3.48013921E-03  9.04570459E-01 -2.48078236E-01
   3.52014081E-03  9.10033086E-01 -2.53035948E-01
   3.56014241E-03  9.15342089E-01 -2.58016294E-01
   3.60014401E-03  9.20496574E-01 -2.63018231E-01
   3.64014561E-03  9.25495671E-01 -2.68040710E-01
   3.68014721E-03  9.30338534E-01 -2.73082676E-01
   3.72014881E-03  9.35024348E-01 -2.78143069E-01
   3.76015041E-03  9.39552320E-01 -2.83220827E-01
   3.80015201E-03  9.43921687E-01 -2.88314879E-01
   3.84015361E-03  9.48131710E-01 -2.93424152E-01
   3.88015521E-03  9.52181680E-01 -2.98547569E-01
   3.92015681E-03  9.56070912E-01 -3.03684046E-01
   3.96015841E-03  9.59798750E-01 -3.08832499E-01
   4.00016001E-03  9.63364565E-01 -3.13991838E-01
   4.04016161E-03  9.66767754E-01 -3.19160969E-01
   4.08016321E-03  9.70007744E-01 -3.24338796E-01
   4.12016481E-03  9.73083987E-01 -3.29524220E-01
   4.16016641E-03  9.75995964E-01 -3.34716137E-01
   4.20016801E-03  9.78743183E-01 -3.39913442E-01
   4.24016961E-03  9.81325181E-01 -3.45115028E-01
   4.28017121E-03  9.83741521E-01 -3.50319785E-01
   4.32017281E-03  9.85991797E-01 -3.55526600E-01
   4.36017441E-03  9.88075627E-01 -3.60734358E-01
   4.40017601E-03  9.89992661E-01 -3.65941945E-01
   4.44017761E-03  9.91742574E-01 -3.71148243E-01
   4.48017921E-03  9.93325071E-01 -3.76352133E-01
   4.52018081E-03  9.94739886E-01 -3.81552495E-01
   4.56018241E-03  9.95986779E-01 -3.86748208E-01
   4.60018401E-03  9.97065539E-01 -3.91938152E-01
   4.64018561E-03  9.97975985E-01 -3.97121204E-01
   4.68018721E-03  9.98717963E-01 -4.02296243E-01
   4.72018881E-03  9.99291348E-01 -4.07462145E-01
   4.76019041E-03  9.99696043E-01 -4.12617790E-01
   4.80019201E-03  9.99931979E-01 -4.17762055E-01
   4.84019361E-03  9.99999117E-01 -4.22893819E-01
   4.88019521E-03  9.99897445E-01 -4.28011962E-01
   4.92019681E-03  9.99626981E-01 -4.33115365E-01
   4.96019841E-03  9.99187771E-01 -4.38202909E-01
   5.00020001E-03  9.98579887E-01 -4.43273477E-01
   5.04020161E-03  9.97803434E-01 -4.48325955E-01
   5.08020321E-03  9.96858541E-01 -4.53359229E-01
   5.12020481E-03  9.95745370E-01 -4.58372187E-01
   5.16020641E-03  9.94464106E-01 -4.63363719E-01
   5.20020801E-03  9.93014968E-01 -4.68332721E-01
   5.24020961E-03  9.91398199E-01 -4.73278086E-01
   5.28021121E-03  9.89614072E-01 -4.78198713E-01
   5.32021281E-03  9.87662889E-01 -4.83093505E-01
   5.36021441E-03  9.85544979E-01 -4.87961366E-01
   5.40021601E-03  9.83260699E-01 -4.92801204E-01
   5.44021761E-03  9.80810435E-01 -4.97611932E-01
   5.48021921E-03  9.78194601E-01 -5.02392464E-01
   5.52022081E-03  9.75413638E-01 -5.07141721E-01
   5.56022241E-03  9.72468016E-01 -5.11858627E-01
   5.60022401E-03  9.69358231E-01 -5.16542110E-01
   5.64022561E-03  9.66084810E-01 -5.21191103E-01
   5.68022721E-03  9.62648304E-01 -5.25804544E-01
   5.72022881E-03  9.59049294E-01 -5.30381377E-01
   5.76023041E-03  9.55288386E-01 -5.34920548E-01
