 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: custompot.in        
 #      Free state: E= 9.651353E+03, K=  -1  (EPS= 1.0E-15)
 #        Inner phase shift= 0.000000000000000E+00
 #      Coulomb phase shift= 3.682743305426337E-01  (ETA=-5.442854E-01)
 #      Matching radius: RAD(   12)= 4.400176007040000E-04
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  1.97798218E-02 -4.25018261E-03
   8.00032001E-05  3.71076009E-02 -8.01897498E-03
   1.20004800E-04  5.35383866E-02 -1.16355351E-02
   1.60006400E-04  6.93702919E-02 -1.51619181E-02
   2.00008000E-04  8.47407778E-02 -1.86263242E-02
   2.40009600E-04  9.97292826E-02 -2.20447989E-02
   2.80011200E-04  1.14387573E-01 -2.54276237E-02
   3.20012801E-04  1.28752046E-01 -2.87818963E-02
   3.60014401E-04  1.42849679E-01 -3.21127739E-02
   4.00016001E-04  1.56701261E-01 -3.54241451E-02
   4.40017601E-04  1.70323295E-01 -3.87190259E-02
   4.80019201E-04  1.83729201E-01 -4.19998066E-02
   5.20020801E-04  1.96930099E-01 -4.52684141E-02
   5.60022401E-04  2.09935357E-01 -4.85264236E-02
   6.00024001E-04  2.22752970E-01 -5.17751367E-02
   6.40025601E-04  2.35389843E-01 -5.50156384E-02
   6.80027201E-04  2.47852001E-01 -5.82488396E-02
   7.20028801E-04  2.60144743E-01 -6.14755091E-02
   7.60030401E-04  2.72272769E-01 -6.46962983E-02
   8.00032001E-04  2.84240275E-01 -6.79117607E-02
   8.40033601E-04  2.96051032E-01 -7.11223673E-02
   8.80035201E-04  3.07708447E-01 -7.43285190E-02
   9.20036801E-04  3.19215611E-01 -7.75305565E-02
   9.60038402E-04  3.30575346E-01 -8.07287688E-02
   1.00004000E-03  3.41790236E-01 -8.39233999E-02
   1.04004160E-03  3.52862659E-01 -8.71146546E-02
   1.08004320E-03  3.63794808E-01 -9.03027032E-02
   1.12004480E-03  3.74588715E-01 -9.34876858E-02
   1.16004640E-03  3.85246268E-01 -9.66697155E-02
   1.20004800E-03  3.95769224E-01 -9.98488814E-02
   1.24004960E-03  4.06159229E-01 -1.03025252E-01
   1.28005120E-03  4.16417820E-01 -1.06198875E-01
   1.32005280E-03  4.26546443E-01 -1.09369782E-01
   1.36005440E-03  4.36546460E-01 -1.12537991E-01
   1.40005600E-03  4.46419153E-01 -1.15703503E-01
   1.44005760E-03  4.56165737E-01 -1.18866307E-01
   1.48005920E-03  4.65787361E-01 -1.22026382E-01
   1.52006080E-03  4.75285117E-01 -1.25183695E-01
   1.56006240E-03  4.84660042E-01 -1.28338205E-01
   1.60006400E-03  4.93913124E-01 -1.31489860E-01
   1.64006560E-03  5.03045308E-01 -1.34638603E-01
   1.68006720E-03  5.12057494E-01 -1.37784366E-01
   1.72006880E-03  5.20950546E-01 -1.40927079E-01
   1.76007040E-03  5.29725293E-01 -1.44066662E-01
   1.80007200E-03  5.38382528E-01 -1.47203030E-01
   1.84007360E-03  5.46923016E-01 -1.50336094E-01
   1.88007520E-03  5.55347494E-01 -1.53465759E-01
   1.92007680E-03  5.63656672E-01 -1.56591927E-01
   1.96007840E-03  5.71851236E-01 -1.59714494E-01
   2.00008000E-03  5.79931848E-01 -1.62833354E-01
   2.04008160E-03  5.87899151E-01 -1.65948397E-01
   2.08008320E-03  5.95753767E-01 -1.69059508E-01
   2.12008480E-03  6.03496300E-01 -1.72166571E-01
   2.16008640E-03  6.11127336E-01 -1.75269467E-01
   2.20008800E-03  6.18647448E-01 -1.78368073E-01
   2.24008960E-03  6.26057190E-01 -1.81462267E-01
   2.28009120E-03  6.33357104E-01 -1.84551920E-01
   2.32009280E-03  6.40547719E-01 -1.87636904E-01
   2.36009440E-03  6.47629553E-01 -1.90717089E-01
   2.40009600E-03  6.54603109E-01 -1.93792343E-01
   2.44009760E-03  6.61468882E-01 -1.96862531E-01
   2.48009920E-03  6.68227357E-01 -1.99927518E-01
   2.52010080E-03  6.74879009E-01 -2.02987168E-01
   2.56010240E-03  6.81424303E-01 -2.06041342E-01
   2.60010400E-03  6.87863698E-01 -2.09089902E-01
   2.64010560E-03  6.94197643E-01 -2.12132706E-01
   2.68010720E-03  7.00426581E-01 -2.15169614E-01
   2.72010880E-03  7.06550949E-01 -2.18200484E-01
   2.76011040E-03  7.12571176E-01 -2.21225172E-01
