 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: custompot.in        
 #      Free state: E= 1.803280E+03, K=  -1  (EPS= 1.0E-15)
 #        Inner phase shift= 0.000000000000000E+00
 #      Coulomb phase shift= 4.902953832262020E-01  (ETA=-9.983419E-01)
 #      Matching radius: RAD(   34)= 1.320052802112100E-03
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  1.08622861E-02 -2.32480377E-03
   8.00032001E-05  2.03954542E-02 -4.37275877E-03
   1.20004800E-04  2.94518912E-02 -6.32547426E-03
   1.60006400E-04  3.81948333E-02 -8.21756201E-03
   2.00008000E-04  4.66995332E-02 -1.00649143E-02
   2.40009600E-04  5.50094895E-02 -1.18766794E-02
   2.80011200E-04  6.31530665E-02 -1.36587970E-02
   3.20012801E-04  7.11502276E-02 -1.54154288E-02
   3.60014401E-04  7.90157889E-02 -1.71496486E-02
   4.00016001E-04  8.67611864E-02 -1.88638174E-02
   4.40017601E-04  9.43955174E-02 -2.05598037E-02
   4.80019201E-04  1.01926194E-01 -2.22391214E-02
   5.20020801E-04  1.09359375E-01 -2.39030218E-02
   5.60022401E-04  1.16700262E-01 -2.55525551E-02
   6.00024001E-04  1.23953307E-01 -2.71886150E-02
   6.40025601E-04  1.31122367E-01 -2.88119711E-02
   6.80027201E-04  1.38210817E-01 -3.04232923E-02
   7.20028801E-04  1.45221638E-01 -3.20231653E-02
   7.60030401E-04  1.52157480E-01 -3.36121086E-02
   8.00032001E-04  1.59020721E-01 -3.51905836E-02
   8.40033601E-04  1.65813503E-01 -3.67590032E-02
   8.80035201E-04  1.72537769E-01 -3.83177393E-02
   9.20036801E-04  1.79195289E-01 -3.98671281E-02
   9.60038402E-04  1.85787686E-01 -4.14074750E-02
   1.00004000E-03  1.92316451E-01 -4.29390586E-02
   1.04004160E-03  1.98782960E-01 -4.44621340E-02
   1.08004320E-03  2.05188488E-01 -4.59769357E-02
   1.12004480E-03  2.11534220E-01 -4.74836797E-02
   1.16004640E-03  2.17821263E-01 -4.89825656E-02
   1.20004800E-03  2.24050649E-01 -5.04737784E-02
   1.24004960E-03  2.30223348E-01 -5.19574899E-02
   1.28005120E-03  2.36340271E-01 -5.34338604E-02
   1.32005280E-03  2.42402274E-01 -5.49030391E-02
   1.36005440E-03  2.48410169E-01 -5.63651657E-02
   1.40005600E-03  2.54364722E-01 -5.78203711E-02
   1.44005760E-03  2.60266660E-01 -5.92687782E-02
   1.48005920E-03  2.66116672E-01 -6.07105023E-02
   1.52006080E-03  2.71915415E-01 -6.21456523E-02
   1.56006240E-03  2.77663515E-01 -6.35743308E-02
   1.60006400E-03  2.83361568E-01 -6.49966344E-02
   1.64006560E-03  2.89010145E-01 -6.64126549E-02
   1.68006720E-03  2.94609793E-01 -6.78224788E-02
