 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: custompot.in        
 #      Free state: E= 1.803280E+03, K=   1  (EPS= 1.0E-15)
 #        Inner phase shift= 0.000000000000000E+00
 #      Coulomb phase shift=-2.484947062145959E-01  (ETA=-9.983419E-01)
 #      Matching radius: RAD(   34)= 1.320052802112100E-03
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  7.15097264E-04  3.28433087E-03
   8.00032001E-05  1.36899997E-03  6.17191701E-03
   1.20004800E-04  2.01498053E-03  8.91993265E-03
   1.60006400E-04  2.66266308E-03  1.15775153E-02
   2.00008000E-04  3.31626347E-03  1.41672744E-02
   2.40009600E-04  3.97808774E-03  1.67022536E-02
   2.80011200E-04  4.64955075E-03  1.91909409E-02
   3.20012801E-04  5.33158303E-03  2.16392977E-02
   3.60014401E-04  6.02482473E-03  2.40517383E-02
   4.00016001E-04  6.72972938E-03  2.64316624E-02
   4.40017601E-04  7.44662423E-03  2.87817675E-02
   4.80019201E-04  8.17574763E-03  3.11042461E-02
   5.20020801E-04  8.91727330E-03  3.34009153E-02
   5.60022401E-04  9.67132673E-03  3.56733053E-02
   6.00024001E-04  1.04379966E-02  3.79227226E-02
   6.40025601E-04  1.12173433E-02  4.01502956E-02
   6.80027201E-04  1.20094043E-02  4.23570089E-02
   7.20028801E-04  1.28141995E-02  4.45437290E-02
   7.60030401E-04  1.36317341E-02  4.67112249E-02
   8.00032001E-04  1.44620015E-02  4.88601832E-02
   8.40033601E-04  1.53049853E-02  5.09912210E-02
   8.80035201E-04  1.61606610E-02  5.31048961E-02
   9.20036801E-04  1.70289975E-02  5.52017152E-02
   9.60038402E-04  1.79099578E-02  5.72821406E-02
   1.00004000E-03  1.88035002E-02  5.93465957E-02
   1.04004160E-03  1.97095790E-02  6.13954703E-02
   1.08004320E-03  2.06281449E-02  6.34291240E-02
   1.12004480E-03  2.15591457E-02  6.54478898E-02
   1.16004640E-03  2.25025267E-02  6.74520770E-02
   1.20004800E-03  2.34582308E-02  6.94419738E-02
   1.24004960E-03  2.44261994E-02  7.14178493E-02
   1.28005120E-03  2.54063719E-02  7.33799553E-02
   1.32005280E-03  2.63986865E-02  7.53285282E-02
   1.36005440E-03  2.74030801E-02  7.72637903E-02
   1.40005600E-03  2.84194887E-02  7.91859510E-02
   1.44005760E-03  2.94478472E-02  8.10952080E-02
   1.48005920E-03  3.04880897E-02  8.29917482E-02
   1.52006080E-03  3.15401499E-02  8.48757488E-02
   1.56006240E-03  3.26039607E-02  8.67473777E-02
   1.60006400E-03  3.36794545E-02  8.86067946E-02
   1.64006560E-03  3.47665634E-02  9.04541515E-02
   1.68006720E-03  3.58652191E-02  9.22895932E-02
   1.72006880E-03  3.69753528E-02  9.41132579E-02
   1.76007040E-03  3.80968957E-02  9.59252777E-02
   1.80007200E-03  3.92297788E-02  9.77257787E-02
   1.84007360E-03  4.03739328E-02  9.95148819E-02
   1.88007520E-03  4.15292882E-02  1.01292703E-01
   1.92007680E-03  4.26957757E-02  1.03059354E-01
   1.96007840E-03  4.38733255E-02  1.04814941E-01
   2.00008000E-03  4.50618682E-02  1.06559568E-01
   2.04008160E-03  4.62613340E-02  1.08293332E-01
   2.08008320E-03  4.74716533E-02  1.10016330E-01
   2.12008480E-03  4.86927565E-02  1.11728652E-01
   2.16008640E-03  4.99245739E-02  1.13430389E-01
   2.20008800E-03  5.11670360E-02  1.15121626E-01
   2.24008960E-03  5.24200732E-02  1.16802445E-01
   2.28009120E-03  5.36836162E-02  1.18472926E-01
   2.32009280E-03  5.49575954E-02  1.20133147E-01
   2.36009440E-03  5.62419417E-02  1.21783183E-01
   2.40009600E-03  5.75365858E-02  1.23423107E-01
   2.44009760E-03  5.88414586E-02  1.25052989E-01
   2.48009920E-03  6.01564911E-02  1.26672898E-01
   2.52010080E-03  6.14816145E-02  1.28282900E-01
   2.56010240E-03  6.28167599E-02  1.29883061E-01
   2.60010400E-03  6.41618587E-02  1.31473442E-01
   2.64010560E-03  6.55168424E-02  1.33054105E-01
   2.68010720E-03  6.68816426E-02  1.34625109E-01
   2.72010880E-03  6.82561910E-02  1.36186513E-01
   2.76011040E-03  6.96404196E-02  1.37738372E-01
   2.80011200E-03  7.10342604E-02  1.39280742E-01
   2.84011360E-03  7.24376455E-02  1.40813677E-01
   2.88011520E-03  7.38505072E-02  1.42337229E-01
   2.92011680E-03  7.52727781E-02  1.43851448E-01
   2.96011840E-03  7.67043906E-02  1.45356386E-01
   3.00012000E-03  7.81452776E-02  1.46852090E-01
   3.04012160E-03  7.95953720E-02  1.48338609E-01
   3.08012320E-03  8.10546068E-02  1.49815989E-01
   3.12012480E-03  8.25229153E-02  1.51284276E-01
   3.16012641E-03  8.40002307E-02  1.52743514E-01
   3.20012801E-03  8.54864867E-02  1.54193747E-01
   3.24012961E-03  8.69816168E-02  1.55635019E-01
   3.28013121E-03  8.84855550E-02  1.57067370E-01
   3.32013281E-03  8.99982351E-02  1.58490843E-01
   3.36013441E-03  9.15195914E-02  1.59905477E-01
   3.40013601E-03  9.30495581E-02  1.61311312E-01
   3.44013761E-03  9.45880698E-02  1.62708387E-01
   3.48013921E-03  9.61350608E-02  1.64096740E-01
   3.52014081E-03  9.76904662E-02  1.65476408E-01
   3.56014241E-03  9.92542207E-02  1.66847429E-01
   3.60014401E-03  1.00826259E-01  1.68209838E-01
   3.64014561E-03  1.02406518E-01  1.69563671E-01
   3.68014721E-03  1.03994931E-01  1.70908963E-01
   3.72014881E-03  1.05591434E-01  1.72245748E-01
   3.76015041E-03  1.07195964E-01  1.73574060E-01
   3.80015201E-03  1.08808455E-01  1.74893933E-01
   3.84015361E-03  1.10428844E-01  1.76205398E-01
   3.88015521E-03  1.12057068E-01  1.77508488E-01
   3.92015681E-03  1.13693062E-01  1.78803234E-01
   3.96015841E-03  1.15336762E-01  1.80089669E-01
   4.00016001E-03  1.16988106E-01  1.81367823E-01
   4.04016161E-03  1.18647031E-01  1.82637726E-01
   4.08016321E-03  1.20313472E-01  1.83899408E-01
   4.12016481E-03  1.21987368E-01  1.85152898E-01
   4.16016641E-03  1.23668655E-01  1.86398226E-01
   4.20016801E-03  1.25357271E-01  1.87635420E-01
   4.24016961E-03  1.27053153E-01  1.88864509E-01
   4.28017121E-03  1.28756239E-01  1.90085520E-01
   4.32017281E-03  1.30466467E-01  1.91298482E-01
   4.36017441E-03  1.32183775E-01  1.92503420E-01
