 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: freepot.in          
 #      Free state: E= 1.803280E+03, K=  -1  (EPS= 1.0E-15)
 #        Inner phase shift=-0.000000000000000E+00
 #      Coulomb phase shift= 0.000000000000000E+00  (ETA= 0.000000E+00)
 #      Matching radius: RAD(    4)= 1.200048001920000E-04
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  2.45927428E-03 -4.31510898E-07
   8.00032001E-05  4.91853368E-03 -1.72604046E-06
   1.20004800E-04  7.37776334E-03 -3.88357929E-06
   1.60006400E-04  9.83694837E-03 -6.90411173E-06
   2.00008000E-04  1.22960739E-02 -1.07876159E-05
   2.40009600E-04  1.47551251E-02 -1.55340635E-05
   2.80011200E-04  1.72140870E-02 -2.11434202E-05
   3.20012801E-04  1.96729448E-02 -2.76156452E-05
   3.60014401E-04  2.21316837E-02 -3.49506916E-05
   4.00016001E-04  2.45902887E-02 -4.31485062E-05
   4.40017601E-04  2.70487449E-02 -5.22090293E-05
   4.80019201E-04  2.95070376E-02 -6.21321954E-05
   5.20020801E-04  3.19651518E-02 -7.29179323E-05
   5.60022401E-04  3.44230727E-02 -8.45661618E-05
   6.00024001E-04  3.68807854E-02 -9.70767993E-05
   6.40025601E-04  3.93382750E-02 -1.10449754E-04
   6.80027201E-04  4.17955267E-02 -1.24684929E-04
   7.20028801E-04  4.42525257E-02 -1.39782221E-04
   7.60030401E-04  4.67092570E-02 -1.55741520E-04
   8.00032001E-04  4.91657058E-02 -1.72562710E-04
   8.40033601E-04  5.16218572E-02 -1.90245670E-04
   8.80035201E-04  5.40776964E-02 -2.08790271E-04
   9.20036801E-04  5.65332086E-02 -2.28196379E-04
   9.60038402E-04  5.89883788E-02 -2.48463852E-04
   1.00004000E-03  6.14431923E-02 -2.69592543E-04
   1.04004160E-03  6.38976342E-02 -2.91582299E-04
   1.08004320E-03  6.63516896E-02 -3.14432961E-04
   1.12004480E-03  6.88053437E-02 -3.38144363E-04
   1.16004640E-03  7.12585817E-02 -3.62716332E-04
   1.20004800E-03  7.37113887E-02 -3.88148691E-04
   1.24004960E-03  7.61637499E-02 -4.14441254E-04
   1.28005120E-03  7.86156505E-02 -4.41593830E-04
   1.32005280E-03  8.10670756E-02 -4.69606224E-04
   1.36005440E-03  8.35180104E-02 -4.98478230E-04
   1.40005600E-03  8.59684401E-02 -5.28209641E-04
   1.44005760E-03  8.84183498E-02 -5.58800239E-04
   1.48005920E-03  9.08677248E-02 -5.90249803E-04
   1.52006080E-03  9.33165502E-02 -6.22558105E-04
   1.56006240E-03  9.57648112E-02 -6.55724910E-04
   1.60006400E-03  9.82124930E-02 -6.89749977E-04
   1.64006560E-03  1.00659581E-01 -7.24633060E-04
   1.68006720E-03  1.03106060E-01 -7.60373904E-04
   1.72006880E-03  1.05551915E-01 -7.96972251E-04
   1.76007040E-03  1.07997132E-01 -8.34427836E-04
   1.80007200E-03  1.10441696E-01 -8.72740385E-04
   1.84007360E-03  1.12885592E-01 -9.11909621E-04
   1.88007520E-03  1.15328805E-01 -9.51935260E-04
   1.92007680E-03  1.17771321E-01 -9.92817011E-04
   1.96007840E-03  1.20213125E-01 -1.03455458E-03
   2.00008000E-03  1.22654201E-01 -1.07714765E-03
   2.04008160E-03  1.25094535E-01 -1.12059594E-03
   2.08008320E-03  1.27534113E-01 -1.16489910E-03
   2.12008480E-03  1.29972920E-01 -1.21005684E-03
   2.16008640E-03  1.32410941E-01 -1.25606881E-03
   2.20008800E-03  1.34848160E-01 -1.30293469E-03
   2.24008960E-03  1.37284564E-01 -1.35065413E-03
   2.28009120E-03  1.39720138E-01 -1.39922679E-03
   2.32009280E-03  1.42154867E-01 -1.44865231E-03
   2.36009440E-03  1.44588736E-01 -1.49893034E-03
   2.40009600E-03  1.47021731E-01 -1.55006050E-03
   2.44009760E-03  1.49453836E-01 -1.60204244E-03
   2.48009920E-03  1.51885038E-01 -1.65487577E-03
   2.52010080E-03  1.54315321E-01 -1.70856011E-03
   2.56010240E-03  1.56744670E-01 -1.76309507E-03
   2.60010400E-03  1.59173072E-01 -1.81848024E-03
   2.64010560E-03  1.61600511E-01 -1.87471524E-03
   2.68010720E-03  1.64026972E-01 -1.93179965E-03
   2.72010880E-03  1.66452442E-01 -1.98973306E-03
   2.76011040E-03  1.68876904E-01 -2.04851505E-03
   2.80011200E-03  1.71300346E-01 -2.10814518E-03
   2.84011360E-03  1.73722751E-01 -2.16862304E-03
   2.88011520E-03  1.76144106E-01 -2.22994816E-03
   2.92011680E-03  1.78564395E-01 -2.29212013E-03
   2.96011840E-03  1.80983605E-01 -2.35513847E-03
   3.00012000E-03  1.83401719E-01 -2.41900273E-03
   3.04012160E-03  1.85818725E-01 -2.48371246E-03
   3.08012320E-03  1.88234607E-01 -2.54926717E-03
   3.12012480E-03  1.90649350E-01 -2.61566640E-03
   3.16012641E-03  1.93062940E-01 -2.68290965E-03
   3.20012801E-03  1.95475363E-01 -2.75099645E-03
   3.24012961E-03  1.97886603E-01 -2.81992630E-03
   3.28013121E-03  2.00296647E-01 -2.88969869E-03
   3.32013281E-03  2.02705479E-01 -2.96031313E-03
   3.36013441E-03  2.05113085E-01 -3.03176909E-03
   3.40013601E-03  2.07519451E-01 -3.10406606E-03
   3.44013761E-03  2.09924561E-01 -3.17720351E-03
   3.48013921E-03  2.12328402E-01 -3.25118092E-03
   3.52014081E-03  2.14730959E-01 -3.32599774E-03
   3.56014241E-03  2.17132217E-01 -3.40165343E-03
   3.60014401E-03  2.19532162E-01 -3.47814744E-03
   3.64014561E-03  2.21930779E-01 -3.55547921E-03
   3.68014721E-03  2.24328053E-01 -3.63364819E-03
   3.72014881E-03  2.26723972E-01 -3.71265381E-03
   3.76015041E-03  2.29118518E-01 -3.79249548E-03
   3.80015201E-03  2.31511679E-01 -3.87317264E-03
   3.84015361E-03  2.33903440E-01 -3.95468470E-03
   3.88015521E-03  2.36293787E-01 -4.03703105E-03
   3.92015681E-03  2.38682704E-01 -4.12021111E-03
   3.96015841E-03  2.41070177E-01 -4.20422427E-03
   4.00016001E-03  2.43456193E-01 -4.28906992E-03
   4.04016161E-03  2.45840736E-01 -4.37474745E-03
   4.08016321E-03  2.48223792E-01 -4.46125622E-03
   4.12016481E-03  2.50605347E-01 -4.54859561E-03
   4.16016641E-03  2.52985387E-01 -4.63676500E-03
   4.20016801E-03  2.55363896E-01 -4.72576373E-03
   4.24016961E-03  2.57740861E-01 -4.81559115E-03
   4.28017121E-03  2.60116267E-01 -4.90624663E-03
   4.32017281E-03  2.62490100E-01 -4.99772949E-03
   4.36017441E-03  2.64862345E-01 -5.09003907E-03
   4.40017601E-03  2.67232988E-01 -5.18317471E-03
   4.44017761E-03  2.69602016E-01 -5.27713572E-03
   4.48017921E-03  2.71969412E-01 -5.37192142E-03
   4.52018081E-03  2.74335164E-01 -5.46753112E-03
