 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: custompot.in        
 #      Free state: E= 5.517553E+03, K=   1  (EPS= 1.0E-15)
 #        Inner phase shift= 0.000000000000000E+00
 #      Coulomb phase shift=-4.066295342289106E-02  (ETA=-6.440332E-01)
 #      Matching radius: RAD(   15)= 5.600224008960000E-04
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  1.42585599E-03  6.53666078E-03
   8.00032001E-05  2.73346135E-03  1.22787386E-02
   1.20004800E-04  4.02857365E-03  1.77385251E-02
   1.60006400E-04  5.33017014E-03  2.30139500E-02
   2.00008000E-04  6.64650101E-03  2.81500775E-02
   2.40009600E-04  7.98203510E-03  3.31729013E-02
   2.80011200E-04  9.33947991E-03  3.80993309E-02
   3.20012801E-04  1.07205874E-02  4.29412353E-02
   3.60014401E-04  1.21265376E-02  4.77073976E-02
   4.00016001E-04  1.35581436E-02  5.24045749E-02
   4.40017601E-04  1.50159709E-02  5.70381238E-02
   4.80019201E-04  1.65004106E-02  6.16123922E-02
   5.20020801E-04  1.80117276E-02  6.61309784E-02
   5.60022401E-04  1.95500926E-02  7.05969081E-02
   6.00024001E-04  2.11156047E-02  7.50127598E-02
   6.40025601E-04  2.27083074E-02  7.93807570E-02
   6.80027201E-04  2.43282008E-02  8.37028356E-02
   7.20028801E-04  2.59752497E-02  8.79806961E-02
   7.60030401E-04  2.76493914E-02  9.22158436E-02
   8.00032001E-04  2.93505398E-02  9.64096194E-02
   8.40033601E-04  3.10785901E-02  1.00563226E-01
   8.80035201E-04  3.28334220E-02  1.04677748E-01
   9.20036801E-04  3.46149022E-02  1.08754167E-01
   9.60038402E-04  3.64228862E-02  1.12793376E-01
   1.00004000E-03  3.82572206E-02  1.16796193E-01
   1.04004160E-03  4.01177440E-02  1.20763366E-01
   1.08004320E-03  4.20042882E-02  1.24695584E-01
   1.12004480E-03  4.39166797E-02  1.28593484E-01
   1.16004640E-03  4.58547396E-02  1.32457655E-01
   1.20004800E-03  4.78182853E-02  1.36288644E-01
   1.24004960E-03  4.98071302E-02  1.40086961E-01
   1.28005120E-03  5.18210847E-02  1.43853080E-01
   1.32005280E-03  5.38599566E-02  1.47587446E-01
   1.36005440E-03  5.59235511E-02  1.51290477E-01
   1.40005600E-03  5.80116716E-02  1.54962562E-01
   1.44005760E-03  6.01241196E-02  1.58604070E-01
   1.48005920E-03  6.22606952E-02  1.62215349E-01
   1.52006080E-03  6.44211971E-02  1.65796725E-01
   1.56006240E-03  6.66054228E-02  1.69348508E-01
   1.60006400E-03  6.88131690E-02  1.72870992E-01
   1.64006560E-03  7.10442313E-02  1.76364455E-01
   1.68006720E-03  7.32984047E-02  1.79829161E-01
   1.72006880E-03  7.55754836E-02  1.83265362E-01
   1.76007040E-03  7.78752620E-02  1.86673297E-01
   1.80007200E-03  8.01975331E-02  1.90053195E-01
   1.84007360E-03  8.25420901E-02  1.93405272E-01
   1.88007520E-03  8.49087257E-02  1.96729738E-01
   1.92007680E-03  8.72972324E-02  2.00026792E-01
   1.96007840E-03  8.97074026E-02  2.03296623E-01
   2.00008000E-03  9.21390283E-02  2.06539417E-01
   2.04008160E-03  9.45919017E-02  2.09755347E-01
   2.08008320E-03  9.70658149E-02  2.12944583E-01
   2.12008480E-03  9.95605597E-02  2.16107287E-01
   2.16008640E-03  1.02075928E-01  2.19243615E-01
   2.20008800E-03  1.04611713E-01  2.22353718E-01
   2.24008960E-03  1.07167705E-01  2.25437739E-01
   2.28009120E-03  1.09743697E-01  2.28495820E-01
   2.32009280E-03  1.12339481E-01  2.31528096E-01
   2.36009440E-03  1.14954850E-01  2.34534696E-01
   2.40009600E-03  1.17589596E-01  2.37515748E-01
   2.44009760E-03  1.20243512E-01  2.40471374E-01
   2.48009920E-03  1.22916390E-01  2.43401692E-01
   2.52010080E-03  1.25608024E-01  2.46306817E-01
   2.56010240E-03  1.28318207E-01  2.49186861E-01
   2.60010400E-03  1.31046732E-01  2.52041931E-01
   2.64010560E-03  1.33793394E-01  2.54872134E-01
   2.68010720E-03  1.36557984E-01  2.57677571E-01
   2.72010880E-03  1.39340299E-01  2.60458342E-01
   2.76011040E-03  1.42140131E-01  2.63214543E-01
   2.80011200E-03  1.44957276E-01  2.65946270E-01
   2.84011360E-03  1.47791529E-01  2.68653613E-01
   2.88011520E-03  1.50642684E-01  2.71336664E-01
   2.92011680E-03  1.53510536E-01  2.73995509E-01
   2.96011840E-03  1.56394882E-01  2.76630234E-01
   3.00012000E-03  1.59295516E-01  2.79240923E-01
   3.04012160E-03  1.62212236E-01  2.81827657E-01
   3.08012320E-03  1.65144837E-01  2.84390517E-01
   3.12012480E-03  1.68093117E-01  2.86929581E-01
   3.16012641E-03  1.71056871E-01  2.89444926E-01
   3.20012801E-03  1.74035898E-01  2.91936627E-01
   3.24012961E-03  1.77029995E-01  2.94404758E-01
   3.28013121E-03  1.80038959E-01  2.96849391E-01
   3.32013281E-03  1.83062589E-01  2.99270598E-01
   3.36013441E-03  1.86100683E-01  3.01668448E-01
   3.40013601E-03  1.89153040E-01  3.04043010E-01
   3.44013761E-03  1.92219459E-01  3.06394352E-01
   3.48013921E-03  1.95299740E-01  3.08722539E-01
   3.52014081E-03  1.98393681E-01  3.11027639E-01
   3.56014241E-03  2.01501083E-01  3.13309714E-01
   3.60014401E-03  2.04621747E-01  3.15568828E-01
   3.64014561E-03  2.07755472E-01  3.17805044E-01
   3.68014721E-03  2.10902059E-01  3.20018424E-01
   3.72014881E-03  2.14061311E-01  3.22209029E-01
   3.76015041E-03  2.17233029E-01  3.24376918E-01
   3.80015201E-03  2.20417013E-01  3.26522152E-01
   3.84015361E-03  2.23613068E-01  3.28644788E-01
   3.88015521E-03  2.26820994E-01  3.30744885E-01
   3.92015681E-03  2.30040596E-01  3.32822501E-01
   3.96015841E-03  2.33271676E-01  3.34877691E-01
   4.00016001E-03  2.36514038E-01  3.36910512E-01
   4.04016161E-03  2.39767486E-01  3.38921020E-01
   4.08016321E-03  2.43031824E-01  3.40909270E-01
   4.12016481E-03  2.46306856E-01  3.42875317E-01
   4.16016641E-03  2.49592388E-01  3.44819214E-01
   4.20016801E-03  2.52888225E-01  3.46741015E-01
   4.24016961E-03  2.56194173E-01  3.48640773E-01
   4.28017121E-03  2.59510037E-01  3.50518542E-01
   4.32017281E-03  2.62835624E-01  3.52374374E-01
   4.36017441E-03  2.66170741E-01  3.54208321E-01
   4.40017601E-03  2.69515194E-01  3.56020434E-01
   4.44017761E-03  2.72868791E-01  3.57810765E-01
   4.48017921E-03  2.76231340E-01  3.59579365E-01
   4.52018081E-03  2.79602650E-01  3.61326285E-01
   4.56018241E-03  2.82982527E-01  3.63051575E-01
   4.60018401E-03  2.86370782E-01  3.64755286E-01
   4.64018561E-03  2.89767224E-01  3.66437468E-01
   4.68018721E-03  2.93171662E-01  3.68098170E-01
   4.72018881E-03  2.96583906E-01  3.69737442E-01
   4.76019041E-03  3.00003766E-01  3.71355334E-01
   4.80019201E-03  3.03431054E-01  3.72951894E-01
   4.84019361E-03  3.06865581E-01  3.74527172E-01
   4.88019521E-03  3.10307157E-01  3.76081217E-01
   4.92019681E-03  3.13755596E-01  3.77614077E-01
   4.96019841E-03  3.17210708E-01  3.79125801E-01
   5.00020001E-03  3.20672307E-01  3.80616437E-01
   5.04020161E-03  3.24140207E-01  3.82086034E-01
   5.08020321E-03  3.27614219E-01  3.83534640E-01
   5.12020481E-03  3.31094159E-01  3.84962302E-01
   5.16020641E-03  3.34579839E-01  3.86369070E-01
   5.20020801E-03  3.38071076E-01  3.87754991E-01
   5.24020961E-03  3.41567684E-01  3.89120113E-01
   5.28021121E-03  3.45069479E-01  3.90464484E-01
   5.32021281E-03  3.48576275E-01  3.91788152E-01
   5.36021441E-03  3.52087891E-01  3.93091164E-01
   5.40021601E-03  3.55604141E-01  3.94373568E-01
   5.44021761E-03  3.59124844E-01  3.95635412E-01
   5.48021921E-03  3.62649816E-01  3.96876744E-01
   5.52022081E-03  3.66178876E-01  3.98097610E-01
   5.56022241E-03  3.69711843E-01  3.99298060E-01
   5.60022401E-03  3.73248533E-01  4.00478141E-01
