 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: custompot.in        
 #      Free state: E= 5.165510E+04, K=   1  (EPS= 1.0E-15)
 #        Inner phase shift= 0.000000000000000E+00
 #      Coulomb phase shift= 1.379949017904898E-01  (ETA=-4.239994E-01)
 #      Matching radius: RAD(    5)= 1.600064002560000E-04
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  9.03371503E-03  4.04846288E-02
   8.00032001E-05  1.76041987E-02  7.56587124E-02
   1.20004800E-04  2.63412833E-02  1.08725125E-01
   1.60006400E-04  3.53444214E-02  1.40296401E-01
   2.00008000E-04  4.46494698E-02  1.70652694E-01
   2.40009600E-04  5.42703644E-02  1.99953910E-01
   2.80011200E-04  6.42110453E-02  2.28302588E-01
   3.20012801E-04  7.44701382E-02  2.55769437E-01
   3.60014401E-04  8.50431482E-02  2.82405704E-01
   4.00016001E-04  9.59236133E-02  3.08249907E-01
   4.40017601E-04  1.07103765E-01  3.33331808E-01
   4.80019201E-04  1.18574928E-01  3.57674915E-01
   5.20020801E-04  1.30327782E-01  3.81298135E-01
   5.60022401E-04  1.42352525E-01  4.04216908E-01
   6.00024001E-04  1.54639000E-01  4.26444013E-01
   6.40025601E-04  1.67176776E-01  4.47990156E-01
   6.80027201E-04  1.79955206E-01  4.68864411E-01
   7.20028801E-04  1.92963480E-01  4.89074548E-01
   7.60030401E-04  2.06190655E-01  5.08627298E-01
   8.00032001E-04  2.19625682E-01  5.27528555E-01
   8.40033601E-04  2.33257435E-01  5.45783535E-01
   8.80035201E-04  2.47074721E-01  5.63396913E-01
   9.20036801E-04  2.61066301E-01  5.80372926E-01
   9.60038402E-04  2.75220897E-01  5.96715460E-01
   1.00004000E-03  2.89527209E-01  6.12428126E-01
   1.04004160E-03  3.03973921E-01  6.27514321E-01
   1.08004320E-03  3.18549711E-01  6.41977275E-01
   1.12004480E-03  3.33243258E-01  6.55820101E-01
   1.16004640E-03  3.48043249E-01  6.69045828E-01
   1.20004800E-03  3.62938386E-01  6.81657432E-01
