 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: freepot.in          
 #      Free state: E= 8.325954E+01, K=  -1  (EPS= 1.0E-15)
 #        Inner phase shift= 0.000000000000000E+00
 #      Coulomb phase shift= 0.000000000000000E+00  (ETA= 0.000000E+00)
 #      Matching radius: RAD(    4)= 1.200048001920000E-04
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  5.16761549E-04 -4.18644742E-09
   8.00032001E-05  1.03352296E-03 -1.67457883E-08
   1.20004800E-04  1.55028410E-03 -3.76780187E-08
   1.60006400E-04  2.06704482E-03 -6.69831318E-08
   2.00008000E-04  2.58380499E-03 -1.04661118E-07
   2.40009600E-04  3.10056447E-03 -1.50711966E-07
   2.80011200E-04  3.61732312E-03 -2.05135660E-07
   3.20012801E-04  4.13408080E-03 -2.67932184E-07
   3.60014401E-04  4.65083738E-03 -3.39101516E-07
   4.00016001E-04  5.16759272E-03 -4.18643635E-07
   4.40017601E-04  5.68434668E-03 -5.06558514E-07
   4.80019201E-04  6.20109913E-03 -6.02846126E-07
   5.20020801E-04  6.71784991E-03 -7.07506439E-07
   5.60022401E-04  7.23459890E-03 -8.20539421E-07
   6.00024001E-04  7.75134596E-03 -9.41945034E-07
   6.40025601E-04  8.26809095E-03 -1.07172324E-06
   6.80027201E-04  8.78483373E-03 -1.20987400E-06
   7.20028801E-04  9.30157417E-03 -1.35639726E-06
   7.60030401E-04  9.81831212E-03 -1.51129299E-06
   8.00032001E-04  1.03350475E-02 -1.67456112E-06
   8.40033601E-04  1.08517800E-02 -1.84620162E-06
   8.80035201E-04  1.13685097E-02 -2.02621441E-06
   9.20036801E-04  1.18852363E-02 -2.21459946E-06
   9.60038402E-04  1.24019598E-02 -2.41135668E-06
   1.00004000E-03  1.29186799E-02 -2.61648603E-06
   1.04004160E-03  1.34353966E-02 -2.82998744E-06
   1.08004320E-03  1.39521098E-02 -3.05186083E-06
   1.12004480E-03  1.44688191E-02 -3.28210615E-06
   1.16004640E-03  1.49855247E-02 -3.52072330E-06
   1.20004800E-03  1.55022262E-02 -3.76771222E-06
   1.24004960E-03  1.60189236E-02 -4.02307283E-06
   1.28005120E-03  1.65356167E-02 -4.28680504E-06
   1.32005280E-03  1.70523054E-02 -4.55890878E-06
   1.36005440E-03  1.75689895E-02 -4.83938395E-06
   1.40005600E-03  1.80856689E-02 -5.12823046E-06
   1.44005760E-03  1.86023436E-02 -5.42544822E-06
   1.48005920E-03  1.91190132E-02 -5.73103714E-06
   1.52006080E-03  1.96356777E-02 -6.04499712E-06
   1.56006240E-03  2.01523370E-02 -6.36732806E-06
   1.60006400E-03  2.06689910E-02 -6.69802985E-06
   1.64006560E-03  2.11856394E-02 -7.03710239E-06
   1.68006720E-03  2.17022821E-02 -7.38454557E-06
   1.72006880E-03  2.22189190E-02 -7.74035928E-06
   1.76007040E-03  2.27355500E-02 -8.10454340E-06
   1.80007200E-03  2.32521750E-02 -8.47709782E-06
   1.84007360E-03  2.37687937E-02 -8.85802242E-06
   1.88007520E-03  2.42854061E-02 -9.24731707E-06
   1.92007680E-03  2.48020120E-02 -9.64498166E-06
   1.96007840E-03  2.53186113E-02 -1.00510160E-05
   2.00008000E-03  2.58352038E-02 -1.04654201E-05
   2.04008160E-03  2.63517894E-02 -1.08881937E-05
   2.08008320E-03  2.68683680E-02 -1.13193367E-05
   2.12008480E-03  2.73849394E-02 -1.17588490E-05
   2.16008640E-03  2.79015034E-02 -1.22067304E-05
   2.20008800E-03  2.84180601E-02 -1.26629808E-05
   2.24008960E-03  2.89346091E-02 -1.31276000E-05
   2.28009120E-03  2.94511505E-02 -1.36005879E-05
   2.32009280E-03  2.99676839E-02 -1.40819444E-05
   2.36009440E-03  3.04842094E-02 -1.45716692E-05
   2.40009600E-03  3.10007267E-02 -1.50697623E-05
   2.44009760E-03  3.15172357E-02 -1.55762234E-05
   2.48009920E-03  3.20337363E-02 -1.60910524E-05
