 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: custompot.in        
 #      Free state: E= 6.295253E+01, K=  -1  (EPS= 1.0E-15)
 #        Inner phase shift=-6.975736996017262E-16
 #      Coulomb phase shift=-3.563632077456572E+00  (ETA=-5.003296E+00)
 #      Matching radius: RAD(  266)= 1.060042401696070E-02
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  4.49682367E-03 -9.61587289E-04
   8.00032001E-05  8.44500768E-03 -1.80741421E-03
   1.20004800E-04  1.21972783E-02 -2.61273869E-03
   1.60006400E-04  1.58211656E-02 -3.39193513E-03
   2.00008000E-04  1.93477980E-02 -4.15161662E-03
   2.40009600E-04  2.27951686E-02 -4.89559813E-03
   2.80011200E-04  2.61750109E-02 -5.62636235E-03
   3.20012801E-04  2.94955840E-02 -6.34565310E-03
   3.60014401E-04  3.27630191E-02 -7.05476200E-03
   4.00016001E-04  3.59820495E-02 -7.75468395E-03
   4.40017601E-04  3.91564420E-02 -8.44620872E-03
   4.80019201E-04  4.22892666E-02 -9.12997850E-03
   5.20020801E-04  4.53830755E-02 -9.80652571E-03
   5.60022401E-04  4.84400247E-02 -1.04762990E-02
   6.00024001E-04  5.14619610E-02 -1.11396817E-02
   6.40025601E-04  5.44504853E-02 -1.17970050E-02
   6.80027201E-04  5.74069990E-02 -1.24485582E-02
   7.20028801E-04  6.03327405E-02 -1.30945961E-02
   7.60030401E-04  6.32288125E-02 -1.37353449E-02
   8.00032001E-04  6.60962035E-02 -1.43710068E-02
   8.40033601E-04  6.89358059E-02 -1.50017639E-02
   8.80035201E-04  7.17484293E-02 -1.56277806E-02
   9.20036801E-04  7.45348121E-02 -1.62492066E-02
   9.60038402E-04  7.72956313E-02 -1.68661786E-02
   1.00004000E-03  8.00315095E-02 -1.74788221E-02
   1.04004160E-03  8.27430223E-02 -1.80872525E-02
   1.08004320E-03  8.54307031E-02 -1.86915764E-02
   1.12004480E-03  8.80950485E-02 -1.92918929E-02
   1.16004640E-03  9.07365215E-02 -1.98882939E-02
   1.20004800E-03  9.33555558E-02 -2.04808652E-02
