 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: freepot.in          
 #      Free state: E= 4.759840E+01, K=  -1  (EPS= 1.0E-15)
 #        Inner phase shift= 0.000000000000000E+00
 #      Coulomb phase shift= 0.000000000000000E+00  (ETA= 0.000000E+00)
 #      Matching radius: RAD(    4)= 1.200048001920000E-04
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  3.90538219E-04 -1.80874489E-09
   8.00032001E-05  7.81076379E-04 -7.23497923E-09
   1.20004800E-04  1.17161442E-03 -1.62787020E-08
   1.60006400E-04  1.56215228E-03 -2.89399116E-08
   2.00008000E-04  1.95268991E-03 -4.52186057E-08
   2.40009600E-04  2.34322723E-03 -6.51147813E-08
   2.80011200E-04  2.73376420E-03 -8.86284347E-08
   3.20012801E-04  3.12430075E-03 -1.15759562E-07
   3.60014401E-04  3.51483683E-03 -1.46508157E-07
   4.00016001E-04  3.90537237E-03 -1.80874216E-07
   4.40017601E-04  4.29590731E-03 -2.18857731E-07
   4.80019201E-04  4.68644160E-03 -2.60458696E-07
   5.20020801E-04  5.07697517E-03 -3.05677103E-07
   5.60022401E-04  5.46750797E-03 -3.54512944E-07
   6.00024001E-04  5.85803993E-03 -4.06966210E-07
   6.40025601E-04  6.24857101E-03 -4.63036891E-07
   6.80027201E-04  6.63910112E-03 -5.22724977E-07
   7.20028801E-04  7.02963023E-03 -5.86030457E-07
   7.60030401E-04  7.42015826E-03 -6.52953320E-07
   8.00032001E-04  7.81068517E-03 -7.23493553E-07
   8.40033601E-04  8.20121088E-03 -7.97651144E-07
   8.80035201E-04  8.59173534E-03 -8.75426078E-07
   9.20036801E-04  8.98225849E-03 -9.56818342E-07
   9.60038402E-04  9.37278027E-03 -1.04182792E-06
   1.00004000E-03  9.76330062E-03 -1.13045480E-06
   1.04004160E-03  1.01538195E-02 -1.22269896E-06
   1.08004320E-03  1.05443368E-02 -1.31856038E-06
   1.12004480E-03  1.09348525E-02 -1.41803906E-06
   1.16004640E-03  1.13253665E-02 -1.52113496E-06
   1.20004800E-03  1.17158788E-02 -1.62784808E-06
   1.24004960E-03  1.21063894E-02 -1.73817839E-06
   1.28005120E-03  1.24968980E-02 -1.85212587E-06
   1.32005280E-03  1.28874048E-02 -1.96969050E-06
   1.36005440E-03  1.32779096E-02 -2.09087226E-06
   1.40005600E-03  1.36684124E-02 -2.21567113E-06
   1.44005760E-03  1.40589131E-02 -2.34408708E-06
   1.48005920E-03  1.44494116E-02 -2.47612009E-06
   1.52006080E-03  1.48399080E-02 -2.61177014E-06
   1.56006240E-03  1.52304021E-02 -2.75103720E-06
   1.60006400E-03  1.56208938E-02 -2.89392125E-06
   1.64006560E-03  1.60113832E-02 -3.04042225E-06
   1.68006720E-03  1.64018701E-02 -3.19054019E-06
   1.72006880E-03  1.67923546E-02 -3.34427504E-06
   1.76007040E-03  1.71828364E-02 -3.50162676E-06
   1.80007200E-03  1.75733157E-02 -3.66259534E-06
   1.84007360E-03  1.79637923E-02 -3.82718073E-06
   1.88007520E-03  1.83542661E-02 -3.99538291E-06
   1.92007680E-03  1.87447371E-02 -4.16720185E-06
   1.96007840E-03  1.91352053E-02 -4.34263752E-06
   2.00008000E-03  1.95256706E-02 -4.52168988E-06
   2.04008160E-03  1.99161328E-02 -4.70435890E-06
   2.08008320E-03  2.03065921E-02 -4.89064456E-06
   2.12008480E-03  2.06970482E-02 -5.08054680E-06
   2.16008640E-03  2.10875012E-02 -5.27406561E-06
   2.20008800E-03  2.14779510E-02 -5.47120094E-06
   2.24008960E-03  2.18683975E-02 -5.67195276E-06
   2.28009120E-03  2.22588406E-02 -5.87632104E-06
   2.32009280E-03  2.26492804E-02 -6.08430572E-06
   2.36009440E-03  2.30397167E-02 -6.29590678E-06
   2.40009600E-03  2.34301495E-02 -6.51112418E-06
   2.44009760E-03  2.38205787E-02 -6.72995788E-06
