 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: custompot.in        
 #      Free state: E= 3.905641E+04, K=   1  (EPS= 1.0E-15)
 #        Inner phase shift=-0.000000000000000E+00
 #      Coulomb phase shift= 1.249466818881475E-01  (ETA=-4.320615E-01)
 #      Matching radius: RAD(    7)= 2.400096003840000E-04
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  7.01012996E-03  3.16099121E-02
   8.00032001E-05  1.36016768E-02  5.91575362E-02
   1.20004800E-04  2.02724359E-02  8.51378754E-02
   1.60006400E-04  2.71045674E-02  1.10028499E-01
   2.00008000E-04  3.41299722E-02  1.34048458E-01
   2.40009600E-04  4.13631224E-02  1.57323321E-01
   2.80011200E-04  4.88104979E-02  1.79934054E-01
   3.20012801E-04  5.64743086E-02  2.01936852E-01
   3.60014401E-04  6.43542456E-02  2.23372744E-01
   4.00016001E-04  7.24484068E-02  2.44272814E-01
   4.40017601E-04  8.07538276E-02  2.64661285E-01
   4.80019201E-04  8.92668057E-02  2.84557453E-01
   5.20020801E-04  9.79831092E-02  3.03976971E-01
   5.60022401E-04  1.06898116E-01  3.22932725E-01
   6.00024001E-04  1.16006908E-01  3.41435459E-01
   6.40025601E-04  1.25304342E-01  3.59494230E-01
   6.80027201E-04  1.34785097E-01  3.77116743E-01
   7.20028801E-04  1.44443712E-01  3.94309617E-01
   7.60030401E-04  1.54274614E-01  4.11078580E-01
   8.00032001E-04  1.64272137E-01  4.27428625E-01
   8.40033601E-04  1.74430545E-01  4.43364139E-01
   8.80035201E-04  1.84744036E-01  4.58889006E-01
   9.20036801E-04  1.95206764E-01  4.74006684E-01
   9.60038402E-04  2.05812839E-01  4.88720277E-01
   1.00004000E-03  2.16556338E-01  5.03032591E-01
   1.04004160E-03  2.27431311E-01  5.16946180E-01
   1.08004320E-03  2.38431786E-01  5.30463391E-01
   1.12004480E-03  2.49551775E-01  5.43586389E-01
   1.16004640E-03  2.60785276E-01  5.56317196E-01
   1.20004800E-03  2.72126278E-01  5.68657709E-01
   1.24004960E-03  2.83568764E-01  5.80609724E-01
   1.28005120E-03  2.95106713E-01  5.92174957E-01
   1.32005280E-03  3.06734105E-01  6.03355056E-01
   1.36005440E-03  3.18444919E-01  6.14151617E-01
   1.40005600E-03  3.30233141E-01  6.24566200E-01
   1.44005760E-03  3.42092764E-01  6.34600333E-01
   1.48005920E-03  3.54017787E-01  6.44255529E-01
   1.52006080E-03  3.66002221E-01  6.53533290E-01
   1.56006240E-03  3.78040090E-01  6.62435116E-01
   1.60006400E-03  3.90125432E-01  6.70962514E-01
   1.64006560E-03  4.02252300E-01  6.79116999E-01
   1.68006720E-03  4.14414768E-01  6.86900106E-01
   1.72006880E-03  4.26606925E-01  6.94313388E-01
   1.76007040E-03  4.38822885E-01  7.01358426E-01
   1.80007200E-03  4.51056784E-01  7.08036831E-01
   1.84007360E-03  4.63302781E-01  7.14350245E-01
   1.88007520E-03  4.75555063E-01  7.20300348E-01
   1.92007680E-03  4.87807843E-01  7.25888859E-01
   1.96007840E-03  5.00055364E-01  7.31117538E-01
   2.00008000E-03  5.12291899E-01  7.35988189E-01
   2.04008160E-03  5.24511754E-01  7.40502663E-01
   2.08008320E-03  5.36709267E-01  7.44662856E-01
   2.12008480E-03  5.48878812E-01  7.48470716E-01
   2.16008640E-03  5.61014799E-01  7.51928239E-01
   2.20008800E-03  5.73111677E-01  7.55037475E-01
   2.24008960E-03  5.85163933E-01  7.57800526E-01
   2.28009120E-03  5.97166095E-01  7.60219546E-01
   2.32009280E-03  6.09112731E-01  7.62296747E-01
   2.36009440E-03  6.20998457E-01  7.64034394E-01
   2.40009600E-03  6.32817928E-01  7.65434807E-01
   2.44009760E-03  6.44565849E-01  7.66500365E-01
   2.48009920E-03  6.56236971E-01  7.67233501E-01
   2.52010080E-03  6.67826094E-01  7.67636707E-01
   2.56010240E-03  6.79328066E-01  7.67712530E-01
   2.60010400E-03  6.90737789E-01  7.67463575E-01
   2.64010560E-03  7.02050214E-01  7.66892505E-01
   2.68010720E-03  7.13260350E-01  7.66002040E-01
   2.72010880E-03  7.24363255E-01  7.64794957E-01
   2.76011040E-03  7.35354049E-01  7.63274088E-01
