 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: custompot.in        
 #      Free state: E= 1.688223E+04, K=  -1  (EPS= 1.0E-15)
 #        Inner phase shift=-0.000000000000000E+00
 #      Coulomb phase shift= 3.199726512944308E-01  (ETA=-4.807001E-01)
 #      Matching radius: RAD(   10)= 3.600144005760000E-04
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  2.59914221E-02 -5.60525256E-03
   8.00032001E-05  4.87220703E-02 -1.06053724E-02
   1.20004800E-04  7.02386893E-02 -1.54308806E-02
   1.60006400E-04  9.09339259E-02 -2.01620148E-02
   2.00008000E-04  1.10988802E-01 -2.48348107E-02
   2.40009600E-04  1.30507862E-01 -2.94694853E-02
   2.80011200E-04  1.49559158E-01 -3.40787776E-02
   3.20012801E-04  1.68190466E-01 -3.86713093E-02
   3.60014401E-04  1.86437133E-01 -4.32531998E-02
   4.00016001E-04  2.04326338E-01 -4.78289389E-02
   4.40017601E-04  2.21879606E-01 -5.24018977E-02
   4.80019201E-04  2.39114390E-01 -5.69746488E-02
   5.20020801E-04  2.56045115E-01 -6.15491753E-02
   5.60022401E-04  2.72683890E-01 -6.61270134E-02
   6.00024001E-04  2.89041020E-01 -7.07093542E-02
   6.40025601E-04  3.05125374E-01 -7.52971154E-02
   6.80027201E-04  3.20944660E-01 -7.98909964E-02
   7.20028801E-04  3.36505638E-01 -8.44915188E-02
   7.60030401E-04  3.51814281E-01 -8.90990577E-02
   8.00032001E-04  3.66875903E-01 -9.37138670E-02
   8.40033601E-04  3.81695262E-01 -9.83360984E-02
   8.80035201E-04  3.96276641E-01 -1.02965817E-01
   9.20036801E-04  4.10623915E-01 -1.07603015E-01
   9.60038402E-04  4.24740611E-01 -1.12247620E-01
   1.00004000E-03  4.38629947E-01 -1.16899507E-01
   1.04004160E-03  4.52294876E-01 -1.21558501E-01
   1.08004320E-03  4.65738115E-01 -1.26224388E-01
   1.12004480E-03  4.78962176E-01 -1.30896917E-01
   1.16004640E-03  4.91969388E-01 -1.35575804E-01
   1.20004800E-03  5.04761917E-01 -1.40260738E-01
   1.24004960E-03  5.17341785E-01 -1.44951383E-01
   1.28005120E-03  5.29710885E-01 -1.49647380E-01
   1.32005280E-03  5.41870991E-01 -1.54348350E-01
   1.36005440E-03  5.53823777E-01 -1.59053898E-01
   1.40005600E-03  5.65570821E-01 -1.63763612E-01
   1.44005760E-03  5.77113618E-01 -1.68477066E-01
   1.48005920E-03  5.88453583E-01 -1.73193822E-01
   1.52006080E-03  5.99592067E-01 -1.77913428E-01
   1.56006240E-03  6.10530354E-01 -1.82635425E-01
   1.60006400E-03  6.21269674E-01 -1.87359343E-01
   1.64006560E-03  6.31811204E-01 -1.92084704E-01
   1.68006720E-03  6.42156075E-01 -1.96811023E-01
   1.72006880E-03  6.52305374E-01 -2.01537808E-01
   1.76007040E-03  6.62260151E-01 -2.06264560E-01
   1.80007200E-03  6.72021420E-01 -2.10990776E-01
   1.84007360E-03  6.81590162E-01 -2.15715948E-01
   1.88007520E-03  6.90967331E-01 -2.20439562E-01
   1.92007680E-03  7.00153853E-01 -2.25161103E-01
   1.96007840E-03  7.09150629E-01 -2.29880051E-01
   2.00008000E-03  7.17958541E-01 -2.34595881E-01
   2.04008160E-03  7.26578448E-01 -2.39308070E-01
   2.08008320E-03  7.35011194E-01 -2.44016088E-01
   2.12008480E-03  7.43257605E-01 -2.48719407E-01
   2.16008640E-03  7.51318493E-01 -2.53417493E-01
   2.20008800E-03  7.59194656E-01 -2.58109815E-01
   2.24008960E-03  7.66886882E-01 -2.62795839E-01
   2.28009120E-03  7.74395947E-01 -2.67475029E-01
   2.32009280E-03  7.81722618E-01 -2.72146849E-01
   2.36009440E-03  7.88867654E-01 -2.76810764E-01
   2.40009600E-03  7.95831807E-01 -2.81466237E-01
   2.44009760E-03  8.02615822E-01 -2.86112731E-01
   2.48009920E-03  8.09220439E-01 -2.90749710E-01
   2.52010080E-03  8.15646393E-01 -2.95376638E-01
   2.56010240E-03  8.21894415E-01 -2.99992980E-01
   2.60010400E-03  8.27965234E-01 -3.04598199E-01
   2.64010560E-03  8.33859576E-01 -3.09191762E-01
   2.68010720E-03  8.39578164E-01 -3.13773134E-01
   2.72010880E-03  8.45121720E-01 -3.18341784E-01
   2.76011040E-03  8.50490967E-01 -3.22897180E-01
   2.80011200E-03  8.55686625E-01 -3.27438791E-01
   2.84011360E-03  8.60709417E-01 -3.31966088E-01
   2.88011520E-03  8.65560063E-01 -3.36478545E-01
   2.92011680E-03  8.70239288E-01 -3.40975634E-01
   2.96011840E-03  8.74747816E-01 -3.45456833E-01
   3.00012000E-03  8.79086373E-01 -3.49921617E-01
   3.04012160E-03  8.83255687E-01 -3.54369467E-01
   3.08012320E-03  8.87256490E-01 -3.58799863E-01
   3.12012480E-03  8.91089514E-01 -3.63212289E-01
   3.16012641E-03  8.94755496E-01 -3.67606231E-01
   3.20012801E-03  8.98255176E-01 -3.71981175E-01
   3.24012961E-03  9.01589296E-01 -3.76336611E-01
   3.28013121E-03  9.04758604E-01 -3.80672032E-01
   3.32013281E-03  9.07763851E-01 -3.84986932E-01
   3.36013441E-03  9.10605790E-01 -3.89280808E-01
   3.40013601E-03  9.13285182E-01 -3.93553160E-01
   3.44013761E-03  9.15802790E-01 -3.97803489E-01
   3.48013921E-03  9.18159381E-01 -4.02031300E-01
   3.52014081E-03  9.20355729E-01 -4.06236102E-01
   3.56014241E-03  9.22392611E-01 -4.10417404E-01
   3.60014401E-03  9.24270810E-01 -4.14574720E-01
   3.64014561E-03  9.25991115E-01 -4.18707566E-01
   3.68014721E-03  9.27554318E-01 -4.22815461E-01
   3.72014881E-03  9.28961219E-01 -4.26897927E-01
   3.76015041E-03  9.30212620E-01 -4.30954489E-01
   3.80015201E-03  9.31309331E-01 -4.34984677E-01
   3.84015361E-03  9.32252168E-01 -4.38988021E-01
   3.88015521E-03  9.33041952E-01 -4.42964057E-01
   3.92015681E-03  9.33679508E-01 -4.46912322E-01
   3.96015841E-03  9.34165670E-01 -4.50832359E-01
   4.00016001E-03  9.34501274E-01 -4.54723713E-01
   4.04016161E-03  9.34687167E-01 -4.58585931E-01
   4.08016321E-03  9.34724196E-01 -4.62418565E-01
   4.12016481E-03  9.34613220E-01 -4.66221172E-01
   4.16016641E-03  9.34355098E-01 -4.69993310E-01
   4.20016801E-03  9.33950700E-01 -4.73734542E-01
   4.24016961E-03  9.33400900E-01 -4.77444434E-01
   4.28017121E-03  9.32706577E-01 -4.81122557E-01
   4.32017281E-03  9.31868617E-01 -4.84768483E-01
   4.36017441E-03  9.30887914E-01 -4.88381791E-01
   4.40017601E-03  9.29765365E-01 -4.91962062E-01
   4.44017761E-03  9.28501875E-01 -4.95508881E-01
   4.48017921E-03  9.27098355E-01 -4.99021838E-01
   4.52018081E-03  9.25555720E-01 -5.02500526E-01
   4.56018241E-03  9.23874895E-01 -5.05944542E-01
   4.60018401E-03  9.22056806E-01 -5.09353487E-01
   4.64018561E-03  9.20102391E-01 -5.12726966E-01
   4.68018721E-03  9.18012588E-01 -5.16064589E-01
   4.72018881E-03  9.15788346E-01 -5.19365969E-01
   4.76019041E-03  9.13430616E-01 -5.22630723E-01
   4.80019201E-03  9.10940359E-01 -5.25858474E-01
   4.84019361E-03  9.08318537E-01 -5.29048847E-01
   4.88019521E-03  9.05566123E-01 -5.32201473E-01
   4.92019681E-03  9.02684093E-01 -5.35315987E-01
   4.96019841E-03  8.99673428E-01 -5.38392026E-01
   5.00020001E-03  8.96535117E-01 -5.41429234E-01
   5.04020161E-03  8.93270154E-01 -5.44427260E-01
   5.08020321E-03  8.89879539E-01 -5.47385754E-01
   5.12020481E-03  8.86364276E-01 -5.50304373E-01
   5.16020641E-03  8.82725377E-01 -5.53182778E-01
   5.20020801E-03  8.78963858E-01 -5.56020634E-01
   5.24020961E-03  8.75080740E-01 -5.58817611E-01
   5.28021121E-03  8.71077052E-01 -5.61573384E-01
   5.32021281E-03  8.66953826E-01 -5.64287632E-01
   5.36021441E-03  8.62712100E-01 -5.66960037E-01
   5.40021601E-03  8.58352917E-01 -5.69590288E-01
   5.44021761E-03  8.53877328E-01 -5.72178077E-01
   5.48021921E-03  8.49286384E-01 -5.74723103E-01
   5.52022081E-03  8.44581147E-01 -5.77225067E-01
   5.56022241E-03  8.39762678E-01 -5.79683675E-01
   5.60022401E-03  8.34832049E-01 -5.82098640E-01
   5.64022561E-03  8.29790332E-01 -5.84469678E-01
   5.68022721E-03  8.24638606E-01 -5.86796509E-01
   5.72022881E-03  8.19377957E-01 -5.89078859E-01
   5.76023041E-03  8.14009471E-01 -5.91316458E-01
   5.80023201E-03  8.08534242E-01 -5.93509043E-01
   5.84023361E-03  8.02953367E-01 -5.95656353E-01
   5.88023521E-03  7.97267950E-01 -5.97758133E-01
   5.92023681E-03  7.91479097E-01 -5.99814134E-01
   5.96023841E-03  7.85587919E-01 -6.01824109E-01
   6.00024001E-03  7.79595531E-01 -6.03787819E-01
   6.04024161E-03  7.73503052E-01 -6.05705028E-01
   6.08024321E-03  7.67311608E-01 -6.07575505E-01
   6.12024481E-03  7.61022326E-01 -6.09399026E-01
   6.16024641E-03  7.54636337E-01 -6.11175370E-01
   6.20024801E-03  7.48154777E-01 -6.12904320E-01
   6.24024961E-03  7.41578787E-01 -6.14585667E-01
   6.28025121E-03  7.34909509E-01 -6.16219205E-01
   6.32025281E-03  7.28148091E-01 -6.17804733E-01
   6.36025441E-03  7.21295684E-01 -6.19342055E-01
   6.40025601E-03  7.14353441E-01 -6.20830982E-01
   6.44025761E-03  7.07322520E-01 -6.22271327E-01
   6.48025921E-03  7.00204084E-01 -6.23662910E-01
   6.52026081E-03  6.92999294E-01 -6.25005556E-01
   6.56026241E-03  6.85709321E-01 -6.26299095E-01
   6.60026401E-03  6.78335333E-01 -6.27543360E-01
   6.64026561E-03  6.70878505E-01 -6.28738193E-01
   6.68026721E-03  6.63340013E-01 -6.29883438E-01
   6.72026881E-03  6.55721037E-01 -6.30978945E-01
   6.76027041E-03  6.48022758E-01 -6.32024569E-01
   6.80027201E-03  6.40246363E-01 -6.33020171E-01
   6.84027361E-03  6.32393037E-01 -6.33965616E-01
   6.88027521E-03  6.24463972E-01 -6.34860774E-01
   6.92027681E-03  6.16460359E-01 -6.35705522E-01
   6.96027841E-03  6.08383393E-01 -6.36499740E-01
