 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: freepot.in          
 #      Free state: E= 1.688223E+04, K=   1  (EPS= 1.0E-15)
 #        Inner phase shift=-0.000000000000000E+00
 #      Coulomb phase shift= 0.000000000000000E+00  (ETA= 0.000000E+00)
 #      Matching radius: RAD(    4)= 1.200048001920000E-04
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  2.61040813E-05  4.92795681E-03
   8.00032001E-05  1.04413872E-04  9.85552769E-03
   1.20004800E-04  2.34922013E-04  1.47823268E-02
   1.60006400E-04  4.17616240E-04  1.97079682E-02
   2.00008000E-04  6.52479384E-04  2.46320663E-02
   2.40009600E-04  9.39489372E-04  2.95542353E-02
   2.80011200E-04  1.27861923E-03  3.44740899E-02
   3.20012801E-04  1.66983709E-03  3.93912448E-02
   3.60014401E-04  2.11310618E-03  4.43053148E-02
   4.00016001E-04  2.60838485E-03  4.92159152E-02
   4.40017601E-04  3.15562653E-03  5.41226614E-02
   4.80019201E-04  3.75477979E-03  5.90251691E-02
   5.20020801E-04  4.40578832E-03  6.39230544E-02
   5.60022401E-04  5.10859092E-03  6.88159337E-02
   6.00024001E-04  5.86312153E-03  7.37034239E-02
   6.40025601E-04  6.66930921E-03  7.85851422E-02
   6.80027201E-04  7.52707817E-03  8.34607063E-02
   7.20028801E-04  8.43634776E-03  8.83297345E-02
   7.60030401E-04  9.39703250E-03  9.31918453E-02
   8.00032001E-04  1.04090421E-02  9.80466580E-02
   8.40033601E-04  1.14722812E-02  1.02893792E-01
   8.80035201E-04  1.25866501E-02  1.07732869E-01
   9.20036801E-04  1.37520438E-02  1.12563509E-01
   9.60038402E-04  1.49683528E-02  1.17385334E-01
   1.00004000E-03  1.62354625E-02  1.22197966E-01
   1.04004160E-03  1.75532540E-02  1.27001028E-01
   1.08004320E-03  1.89216030E-02  1.31794145E-01
   1.12004480E-03  2.03403810E-02  1.36576940E-01
   1.16004640E-03  2.18094545E-02  1.41349040E-01
   1.20004800E-03  2.33286851E-02  1.46110070E-01
   1.24004960E-03  2.48979298E-02  1.50859659E-01
   1.28005120E-03  2.65170411E-02  1.55597433E-01
   1.32005280E-03  2.81858665E-02  1.60323022E-01
   1.36005440E-03  2.99042488E-02  1.65036055E-01
   1.40005600E-03  3.16720263E-02  1.69736164E-01
   1.44005760E-03  3.34890325E-02  1.74422981E-01
   1.48005920E-03  3.53550963E-02  1.79096139E-01
   1.52006080E-03  3.72700420E-02  1.83755270E-01
   1.56006240E-03  3.92336891E-02  1.88400012E-01
