 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: custompot.in        
 #      Free state: E= 3.154314E+03, K=  -1  (EPS= 1.0E-15)
 #        Inner phase shift= 0.000000000000000E+00
 #      Coulomb phase shift= 4.685632054675009E-01  (ETA=-7.909355E-01)
 #      Matching radius: RAD(   23)= 8.800352014081000E-04
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  1.29141785E-02 -2.76584839E-03
   8.00032001E-05  2.42446067E-02 -5.20511111E-03
   1.20004800E-04  3.50050178E-02 -7.53353510E-03
   1.60006400E-04  4.53895861E-02 -9.79216618E-03
   2.00008000E-04  5.54878328E-02 -1.19998206E-02
   2.40009600E-04  6.53515041E-02 -1.41673107E-02
   2.80011200E-04  7.50143401E-02 -1.63016432E-02
   3.20012801E-04  8.45000845E-02 -1.84077165E-02
   3.60014401E-04  9.38263564E-02 -2.04891406E-02
   4.00016001E-04  1.03006752E-01 -2.25486810E-02
   4.40017601E-04  1.12052083E-01 -2.45885207E-02
   4.80019201E-04  1.20971158E-01 -2.66104232E-02
   5.20020801E-04  1.29771292E-01 -2.86158413E-02
   5.60022401E-04  1.38458659E-01 -3.06059907E-02
   6.00024001E-04  1.47038543E-01 -3.25819021E-02
   6.40025601E-04  1.55515521E-01 -3.45444598E-02
   6.80027201E-04  1.63893593E-01 -3.64944292E-02
   7.20028801E-04  1.72176291E-01 -3.84324793E-02
   7.60030401E-04  1.80366756E-01 -4.03591983E-02
   8.00032001E-04  1.88467799E-01 -4.22751076E-02
   8.40033601E-04  1.96481957E-01 -4.41806714E-02
   8.80035201E-04  2.04411526E-01 -4.60763055E-02
   9.20036801E-04  2.12258598E-01 -4.79623841E-02
   9.60038402E-04  2.20025089E-01 -4.98392453E-02
   1.00004000E-03  2.27712756E-01 -5.17071957E-02
   1.04004160E-03  2.35323225E-01 -5.35665143E-02
   1.08004320E-03  2.42857998E-01 -5.54174560E-02
