 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: custompot.in        
 #      Free state: E= 2.384976E+03, K=  -1  (EPS= 1.0E-15)
 #        Inner phase shift= 0.000000000000000E+00
 #      Coulomb phase shift= 4.843820642063803E-01  (ETA=-8.861089E-01)
 #      Matching radius: RAD(   33)= 1.280051202048100E-03
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  1.18168774E-02 -2.52985415E-03
   8.00032001E-05  2.21864298E-02 -4.75953847E-03
   1.20004800E-04  3.20360830E-02 -6.88655616E-03
   1.60006400E-04  4.15434593E-02 -8.94851993E-03
   2.00008000E-04  5.07904461E-02 -1.09626881E-02
   2.40009600E-04  5.98243769E-02 -1.29389881E-02
   2.80011200E-04  6.86761160E-02 -1.48838599E-02
   3.20012801E-04  7.73673849E-02 -1.68018118E-02
   3.60014401E-04  8.59143037E-02 -1.86961705E-02
   4.00016001E-04  9.43293135E-02 -2.05694884E-02
   4.40017601E-04  1.02622310E-01 -2.24237830E-02
   4.80019201E-04  1.10801355E-01 -2.42606874E-02
   5.20020801E-04  1.18873146E-01 -2.60815493E-02
   5.60022401E-04  1.26843338E-01 -2.78874983E-02
   6.00024001E-04  1.34716771E-01 -2.96794947E-02
   6.40025601E-04  1.42497637E-01 -3.14583634E-02
   6.80027201E-04  1.50189603E-01 -3.32248208E-02
   7.20028801E-04  1.57795908E-01 -3.49794941E-02
   7.60030401E-04  1.65319431E-01 -3.67229365E-02
   8.00032001E-04  1.72762753E-01 -3.84556395E-02
   8.40033601E-04  1.80128200E-01 -4.01780419E-02
   8.80035201E-04  1.87417879E-01 -4.18905381E-02
   9.20036801E-04  1.94633714E-01 -4.35934841E-02
   9.60038402E-04  2.01777463E-01 -4.52872025E-02
   1.00004000E-03  2.08850743E-01 -4.69719869E-02
   1.04004160E-03  2.15855046E-01 -4.86481055E-02
   1.08004320E-03  2.22791754E-01 -5.03158042E-02
   1.12004480E-03  2.29662152E-01 -5.19753089E-02
   1.16004640E-03  2.36467437E-01 -5.36268278E-02
   1.20004800E-03  2.43208729E-01 -5.52705535E-02
   1.24004960E-03  2.49887076E-01 -5.69066643E-02
   1.28005120E-03  2.56503464E-01 -5.85353259E-02
   1.32005280E-03  2.63058822E-01 -6.01566922E-02
   1.36005440E-03  2.69554025E-01 -6.17709069E-02
   1.40005600E-03  2.75989903E-01 -6.33781041E-02
   1.44005760E-03  2.82367241E-01 -6.49784093E-02
   1.48005920E-03  2.88686785E-01 -6.65719400E-02
   1.52006080E-03  2.94949244E-01 -6.81588066E-02
   1.56006240E-03  3.01155295E-01 -6.97391127E-02
   1.60006400E-03  3.07305581E-01 -7.13129558E-02
   1.64006560E-03  3.13400719E-01 -7.28804278E-02
   1.68006720E-03  3.19441298E-01 -7.44416153E-02
   1.72006880E-03  3.25427884E-01 -7.59966001E-02
   1.76007040E-03  3.31361018E-01 -7.75454595E-02
   1.80007200E-03  3.37241222E-01 -7.90882667E-02
   1.84007360E-03  3.43068995E-01 -8.06250908E-02
   1.88007520E-03  3.48844821E-01 -8.21559976E-02
   1.92007680E-03  3.54569165E-01 -8.36810492E-02
   1.96007840E-03  3.60242474E-01 -8.52003047E-02
   2.00008000E-03  3.65865182E-01 -8.67138202E-02
   2.04008160E-03  3.71437707E-01 -8.82216491E-02
   2.08008320E-03  3.76960456E-01 -8.97238421E-02
   2.12008480E-03  3.82433821E-01 -9.12204474E-02
   2.16008640E-03  3.87858181E-01 -9.27115112E-02
   2.20008800E-03  3.93233907E-01 -9.41970771E-02
   2.24008960E-03  3.98561356E-01 -9.56771870E-02
   2.28009120E-03  4.03840877E-01 -9.71518807E-02
   2.32009280E-03  4.09072809E-01 -9.86211961E-02
   2.36009440E-03  4.14257481E-01 -1.00085170E-01
   2.40009600E-03  4.19395214E-01 -1.01543836E-01
   2.44009760E-03  4.24486320E-01 -1.02997228E-01
   2.48009920E-03  4.29531105E-01 -1.04445378E-01
   2.52010080E-03  4.34529865E-01 -1.05888315E-01
   2.56010240E-03  4.39482892E-01 -1.07326070E-01
   2.60010400E-03  4.44390468E-01 -1.08758668E-01
   2.64010560E-03  4.49252870E-01 -1.10186138E-01
   2.68010720E-03  4.54070371E-01 -1.11608504E-01
   2.72010880E-03  4.58843234E-01 -1.13025790E-01
   2.76011040E-03  4.63571720E-01 -1.14438020E-01
   2.80011200E-03  4.68256082E-01 -1.15845216E-01
   2.84011360E-03  4.72896569E-01 -1.17247400E-01
   2.88011520E-03  4.77493427E-01 -1.18644592E-01
   2.92011680E-03  4.82046893E-01 -1.20036811E-01
   2.96011840E-03  4.86557204E-01 -1.21424076E-01
   3.00012000E-03  4.91024589E-01 -1.22806406E-01
   3.04012160E-03  4.95449275E-01 -1.24183817E-01
   3.08012320E-03  4.99831485E-01 -1.25556326E-01
   3.12012480E-03  5.04171438E-01 -1.26923949E-01
   3.16012641E-03  5.08469347E-01 -1.28286702E-01
   3.20012801E-03  5.12725425E-01 -1.29644598E-01
   3.24012961E-03  5.16939880E-01 -1.30997652E-01
   3.28013121E-03  5.21112916E-01 -1.32345877E-01
   3.32013281E-03  5.25244736E-01 -1.33689286E-01
   3.36013441E-03  5.29335537E-01 -1.35027891E-01
   3.40013601E-03  5.33385516E-01 -1.36361705E-01
   3.44013761E-03  5.37394864E-01 -1.37690738E-01
   3.48013921E-03  5.41363773E-01 -1.39015002E-01
   3.52014081E-03  5.45292430E-01 -1.40334507E-01
   3.56014241E-03  5.49181020E-01 -1.41649262E-01
   3.60014401E-03  5.53029725E-01 -1.42959278E-01
   3.64014561E-03  5.56838725E-01 -1.44264564E-01
   3.68014721E-03  5.60608199E-01 -1.45565128E-01
   3.72014881E-03  5.64338321E-01 -1.46860979E-01
   3.76015041E-03  5.68029266E-01 -1.48152125E-01
   3.80015201E-03  5.71681205E-01 -1.49438573E-01
   3.84015361E-03  5.75294307E-01 -1.50720332E-01
   3.88015521E-03  5.78868739E-01 -1.51997408E-01
   3.92015681E-03  5.82404669E-01 -1.53269808E-01
   3.96015841E-03  5.85902258E-01 -1.54537538E-01
   4.00016001E-03  5.89361670E-01 -1.55800605E-01
   4.04016161E-03  5.92783064E-01 -1.57059015E-01
   4.08016321E-03  5.96166600E-01 -1.58312773E-01
   4.12016481E-03  5.99512435E-01 -1.59561885E-01
   4.16016641E-03  6.02820723E-01 -1.60806355E-01
   4.20016801E-03  6.06091620E-01 -1.62046189E-01
   4.24016961E-03  6.09325277E-01 -1.63281392E-01
   4.28017121E-03  6.12521846E-01 -1.64511968E-01
   4.32017281E-03  6.15681476E-01 -1.65737921E-01
   4.36017441E-03  6.18804316E-01 -1.66959255E-01
   4.40017601E-03  6.21890514E-01 -1.68175975E-01
   4.44017761E-03  6.24940214E-01 -1.69388084E-01
   4.48017921E-03  6.27953563E-01 -1.70595585E-01
   4.52018081E-03  6.30930702E-01 -1.71798481E-01
   4.56018241E-03  6.33871774E-01 -1.72996777E-01
   4.60018401E-03  6.36776921E-01 -1.74190475E-01
   4.64018561E-03  6.39646282E-01 -1.75379577E-01
   4.68018721E-03  6.42479997E-01 -1.76564087E-01
   4.72018881E-03  6.45278204E-01 -1.77744006E-01
   4.76019041E-03  6.48041038E-01 -1.78919338E-01
   4.80019201E-03  6.50768637E-01 -1.80090085E-01
   4.84019361E-03  6.53461135E-01 -1.81256248E-01
   4.88019521E-03  6.56118666E-01 -1.82417830E-01
   4.92019681E-03  6.58741364E-01 -1.83574833E-01
   4.96019841E-03  6.61329360E-01 -1.84727258E-01
