 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: custompot.in        
 #      Free state: E= 2.721139E+01, K=  -1  (EPS= 1.0E-15)
 #        Inner phase shift=-4.185442197610353E-15
 #      Coulomb phase shift=-2.040296435117676E+00  (ETA=-7.599225E+00)
 #      Matching radius: RAD(  514)= 2.052082083283330E-02
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  3.64286640E-03 -7.78965543E-04
   8.00032001E-05  6.84130761E-03 -1.46413475E-03
   1.20004800E-04  9.88106386E-03 -2.11647514E-03
   1.60006400E-04  1.28168403E-02 -2.74763210E-03
   2.00008000E-04  1.56738536E-02 -3.36296345E-03
   2.40009600E-04  1.84666797E-02 -3.96556015E-03
   2.80011200E-04  2.12048236E-02 -4.55743379E-03
   3.20012801E-04  2.38949759E-02 -5.13999738E-03
   3.60014401E-04  2.65421035E-02 -5.71429756E-03
   4.00016001E-04  2.91500409E-02 -6.28114058E-03
   4.40017601E-04  3.17218394E-02 -6.84116650E-03
   4.80019201E-04  3.42599861E-02 -7.39489580E-03
   5.20020801E-04  3.67665484E-02 -7.94276002E-03
   5.60022401E-04  3.92432731E-02 -8.48512285E-03
   6.00024001E-04  4.16916564E-02 -9.02229497E-03
   6.40025601E-04  4.41129950E-02 -9.55454497E-03
   6.80027201E-04  4.65084245E-02 -1.00821073E-02
   7.20028801E-04  4.88789481E-02 -1.06051887E-02
   7.60030401E-04  5.12254590E-02 -1.11239725E-02
   8.00032001E-04  5.35487583E-02 -1.16386227E-02
   8.40033601E-04  5.58495688E-02 -1.21492870E-02
   8.80035201E-04  5.81285466E-02 -1.26560987E-02
   9.20036801E-04  6.03862900E-02 -1.31591793E-02
   9.60038402E-04  6.26233473E-02 -1.36586398E-02
   1.00004000E-03  6.48402232E-02 -1.41545817E-02
   1.04004160E-03  6.70373839E-02 -1.46470989E-02
   1.08004320E-03  6.92152617E-02 -1.51362779E-02
   1.12004480E-03  7.13742588E-02 -1.56221990E-02
   1.16004640E-03  7.35147507E-02 -1.61049370E-02
   1.20004800E-03  7.56370885E-02 -1.65845614E-02
   1.24004960E-03  7.77416020E-02 -1.70611374E-02
   1.28005120E-03  7.98286011E-02 -1.75347260E-02
   1.32005280E-03  8.18983783E-02 -1.80053848E-02
   1.36005440E-03  8.39512099E-02 -1.84731676E-02
   1.40005600E-03  8.59873575E-02 -1.89381256E-02
   1.44005760E-03  8.80070694E-02 -1.94003069E-02
   1.48005920E-03  9.00105815E-02 -1.98597572E-02
   1.52006080E-03  9.19981183E-02 -2.03165198E-02
   1.56006240E-03  9.39698943E-02 -2.07706358E-02
   1.60006400E-03  9.59261140E-02 -2.12221446E-02
   1.64006560E-03  9.78669731E-02 -2.16710834E-02
   1.68006720E-03  9.97926592E-02 -2.21174878E-02
   1.72006880E-03  1.01703352E-01 -2.25613920E-02
   1.76007040E-03  1.03599225E-01 -2.30028286E-02
   1.80007200E-03  1.05480443E-01 -2.34418287E-02
   1.84007360E-03  1.07347166E-01 -2.38784224E-02
   1.88007520E-03  1.09199549E-01 -2.43126384E-02
   1.92007680E-03  1.11037740E-01 -2.47445044E-02
   1.96007840E-03  1.12861883E-01 -2.51740470E-02
   2.00008000E-03  1.14672117E-01 -2.56012918E-02
   2.04008160E-03  1.16468575E-01 -2.60262636E-02
   2.08008320E-03  1.18251387E-01 -2.64489861E-02
   2.12008480E-03  1.20020680E-01 -2.68694824E-02
   2.16008640E-03  1.21776576E-01 -2.72877747E-02
   2.20008800E-03  1.23519193E-01 -2.77038846E-02
   2.24008960E-03  1.25248646E-01 -2.81178328E-02
   2.28009120E-03  1.26965048E-01 -2.85296397E-02
   2.32009280E-03  1.28668507E-01 -2.89393246E-02
   2.36009440E-03  1.30359129E-01 -2.93469067E-02
   2.40009600E-03  1.32037018E-01 -2.97524043E-02
   2.44009760E-03  1.33702274E-01 -3.01558353E-02
   2.48009920E-03  1.35354996E-01 -3.05572171E-02
   2.52010080E-03  1.36995279E-01 -3.09565665E-02
   2.56010240E-03  1.38623216E-01 -3.13539002E-02
   2.60010400E-03  1.40238900E-01 -3.17492340E-02
   2.64010560E-03  1.41842419E-01 -3.21425836E-02
   2.68010720E-03  1.43433860E-01 -3.25339641E-02
   2.72010880E-03  1.45013310E-01 -3.29233905E-02
   2.76011040E-03  1.46580851E-01 -3.33108771E-02
   2.80011200E-03  1.48136566E-01 -3.36964380E-02
   2.84011360E-03  1.49680534E-01 -3.40800872E-02
   2.88011520E-03  1.51212835E-01 -3.44618379E-02
   2.92011680E-03  1.52733545E-01 -3.48417035E-02
   2.96011840E-03  1.54242740E-01 -3.52196967E-02
   3.00012000E-03  1.55740495E-01 -3.55958301E-02
   3.04012160E-03  1.57226881E-01 -3.59701161E-02
   3.08012320E-03  1.58701970E-01 -3.63425666E-02
   3.12012480E-03  1.60165833E-01 -3.67131936E-02
   3.16012641E-03  1.61618539E-01 -3.70820086E-02
   3.20012801E-03  1.63060155E-01 -3.74490228E-02
   3.24012961E-03  1.64490749E-01 -3.78142475E-02
   3.28013121E-03  1.65910385E-01 -3.81776935E-02
   3.32013281E-03  1.67319128E-01 -3.85393715E-02
   3.36013441E-03  1.68717043E-01 -3.88992920E-02
   3.40013601E-03  1.70104191E-01 -3.92574652E-02
   3.44013761E-03  1.71480633E-01 -3.96139014E-02
   3.48013921E-03  1.72846431E-01 -3.99686103E-02
   3.52014081E-03  1.74201645E-01 -4.03216019E-02
   3.56014241E-03  1.75546333E-01 -4.06728856E-02
   3.60014401E-03  1.76880553E-01 -4.10224708E-02
   3.64014561E-03  1.78204363E-01 -4.13703670E-02
   3.68014721E-03  1.79517819E-01 -4.17165830E-02
   3.72014881E-03  1.80820977E-01 -4.20611280E-02
   3.76015041E-03  1.82113891E-01 -4.24040108E-02
   3.80015201E-03  1.83396617E-01 -4.27452400E-02
   3.84015361E-03  1.84669206E-01 -4.30848241E-02
   3.88015521E-03  1.85931713E-01 -4.34227716E-02
   3.92015681E-03  1.87184190E-01 -4.37590909E-02
   3.96015841E-03  1.88426688E-01 -4.40937900E-02
   4.00016001E-03  1.89659257E-01 -4.44268769E-02
   4.04016161E-03  1.90881949E-01 -4.47583598E-02
   4.08016321E-03  1.92094813E-01 -4.50882462E-02
   4.12016481E-03  1.93297899E-01 -4.54165441E-02
   4.16016641E-03  1.94491254E-01 -4.57432609E-02
   4.20016801E-03  1.95674926E-01 -4.60684042E-02
   4.24016961E-03  1.96848965E-01 -4.63919813E-02
   4.28017121E-03  1.98013415E-01 -4.67139997E-02
   4.32017281E-03  1.99168324E-01 -4.70344664E-02
   4.36017441E-03  2.00313739E-01 -4.73533886E-02
   4.40017601E-03  2.01449703E-01 -4.76707733E-02
   4.44017761E-03  2.02576263E-01 -4.79866275E-02
   4.48017921E-03  2.03693463E-01 -4.83009580E-02
   4.52018081E-03  2.04801347E-01 -4.86137716E-02
   4.56018241E-03  2.05899959E-01 -4.89250750E-02
   4.60018401E-03  2.06989342E-01 -4.92348747E-02
   4.64018561E-03  2.08069539E-01 -4.95431773E-02
   4.68018721E-03  2.09140592E-01 -4.98499892E-02
   4.72018881E-03  2.10202544E-01 -5.01553169E-02
   4.76019041E-03  2.11255436E-01 -5.04591666E-02
   4.80019201E-03  2.12299309E-01 -5.07615445E-02
   4.84019361E-03  2.13334205E-01 -5.10624569E-02
   4.88019521E-03  2.14360163E-01 -5.13619098E-02
   4.92019681E-03  2.15377225E-01 -5.16599093E-02
   4.96019841E-03  2.16385430E-01 -5.19564613E-02
   5.00020001E-03  2.17384817E-01 -5.22515718E-02
   5.04020161E-03  2.18375425E-01 -5.25452465E-02
   5.08020321E-03  2.19357294E-01 -5.28374913E-02
   5.12020481E-03  2.20330462E-01 -5.31283119E-02
   5.16020641E-03  2.21294967E-01 -5.34177140E-02
   5.20020801E-03  2.22250847E-01 -5.37057031E-02
   5.24020961E-03  2.23198140E-01 -5.39922849E-02
   5.28021121E-03  2.24136882E-01 -5.42774649E-02
   5.32021281E-03  2.25067111E-01 -5.45612484E-02
   5.36021441E-03  2.25988864E-01 -5.48436409E-02
   5.40021601E-03  2.26902177E-01 -5.51246478E-02
   5.44021761E-03  2.27807086E-01 -5.54042743E-02
   5.48021921E-03  2.28703627E-01 -5.56825257E-02
   5.52022081E-03  2.29591836E-01 -5.59594073E-02
   5.56022241E-03  2.30471747E-01 -5.62349241E-02
   5.60022401E-03  2.31343397E-01 -5.65090812E-02
   5.64022561E-03  2.32206819E-01 -5.67818838E-02
   5.68022721E-03  2.33062049E-01 -5.70533369E-02
   5.72022881E-03  2.33909121E-01 -5.73234454E-02
   5.76023041E-03  2.34748069E-01 -5.75922142E-02
   5.80023201E-03  2.35578926E-01 -5.78596484E-02
   5.84023361E-03  2.36401727E-01 -5.81257527E-02
   5.88023521E-03  2.37216505E-01 -5.83905319E-02
   5.92023681E-03  2.38023293E-01 -5.86539909E-02
   5.96023841E-03  2.38822125E-01 -5.89161343E-02
   6.00024001E-03  2.39613032E-01 -5.91769669E-02
