 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: custompot.in        
 #      Free state: E= 6.295253E+01, K=   1  (EPS= 1.0E-15)
 #        Inner phase shift=-1.395147399203452E-15
 #      Coulomb phase shift=-4.936515349262938E+00  (ETA=-5.003296E+00)
 #      Matching radius: RAD(  266)= 1.060042401696070E-02
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  2.12969940E-04  9.78985043E-04
   8.00032001E-05  4.07450256E-04  1.84005665E-03
   1.20004800E-04  5.99338632E-04  2.65984070E-03
   1.60006400E-04  7.91515814E-04  3.45297412E-03
   2.00008000E-04  9.85247887E-04  4.22619132E-03
   2.40009600E-04  1.18123028E-03  4.98337750E-03
   2.80011200E-04  1.37989191E-03  5.72706125E-03
   3.20012801E-04  1.58151676E-03  6.45901880E-03
   3.60014401E-04  1.78630181E-03  7.18056585E-03
   4.00016001E-04  1.99438809E-03  7.89271596E-03
   4.40017601E-04  2.20587876E-03  8.59627379E-03
   4.80019201E-04  2.42085026E-03  9.29189366E-03
   5.20020801E-04  2.63935961E-03  9.98011815E-03
   5.60022401E-04  2.86144932E-03  1.06614045E-02
   6.00024001E-04  3.08715084E-03  1.13361434E-02
   6.40025601E-04  3.31648702E-03  1.20046724E-02
   6.80027201E-04  3.54947392E-03  1.26672865E-02
   7.20028801E-04  3.78612218E-03  1.33242454E-02
   7.60030401E-04  4.02643805E-03  1.39757799E-02
   8.00032001E-04  4.27042422E-03  1.46220961E-02
   8.40033601E-04  4.51808040E-03  1.52633796E-02
   8.80035201E-04  4.76940386E-03  1.58997984E-02
   9.20036801E-04  5.02438982E-03  1.65315050E-02
   9.60038402E-04  5.28303179E-03  1.71586390E-02
   1.00004000E-03  5.54532182E-03  1.77813283E-02
   1.04004160E-03  5.81125070E-03  1.83996908E-02
   1.08004320E-03  6.08080820E-03  1.90138353E-02
   1.12004480E-03  6.35398317E-03  1.96238628E-02
   1.16004640E-03  6.63076369E-03  2.02298674E-02
   1.20004800E-03  6.91113718E-03  2.08319366E-02
   1.24004960E-03  7.19509049E-03  2.14301524E-02
   1.28005120E-03  7.48260996E-03  2.20245916E-02
   1.32005280E-03  7.77368153E-03  2.26153264E-02
   1.36005440E-03  8.06829074E-03  2.32024247E-02
   1.40005600E-03  8.36642283E-03  2.37859508E-02
   1.44005760E-03  8.66806278E-03  2.43659653E-02
   1.48005920E-03  8.97319530E-03  2.49425257E-02
   1.52006080E-03  9.28180493E-03  2.55156864E-02
   1.56006240E-03  9.59387601E-03  2.60854994E-02
   1.60006400E-03  9.90939274E-03  2.66520137E-02
   1.64006560E-03  1.02283392E-02  2.72152766E-02
   1.68006720E-03  1.05506993E-02  2.77753328E-02
   1.72006880E-03  1.08764571E-02  2.83322253E-02
   1.76007040E-03  1.12055961E-02  2.88859949E-02
   1.80007200E-03  1.15381003E-02  2.94366812E-02
   1.84007360E-03  1.18739534E-02  2.99843217E-02
   1.88007520E-03  1.22131388E-02  3.05289527E-02
   1.92007680E-03  1.25556404E-02  3.10706090E-02
   1.96007840E-03  1.29014417E-02  3.16093241E-02
   2.00008000E-03  1.32505262E-02  3.21451302E-02
   2.04008160E-03  1.36028777E-02  3.26780584E-02
   2.08008320E-03  1.39584797E-02  3.32081389E-02
   2.12008480E-03  1.43173157E-02  3.37354004E-02
   2.16008640E-03  1.46793694E-02  3.42598711E-02
   2.20008800E-03  1.50446245E-02  3.47815780E-02
   2.24008960E-03  1.54130645E-02  3.53005473E-02
   2.28009120E-03  1.57846732E-02  3.58168045E-02
   2.32009280E-03  1.61594342E-02  3.63303742E-02
   2.36009440E-03  1.65373313E-02  3.68412803E-02
   2.40009600E-03  1.69183483E-02  3.73495460E-02
   2.44009760E-03  1.73024688E-02  3.78551937E-02
   2.48009920E-03  1.76896769E-02  3.83582454E-02
   2.52010080E-03  1.80799563E-02  3.88587224E-02
   2.56010240E-03  1.84732909E-02  3.93566454E-02
   2.60010400E-03  1.88696647E-02  3.98520346E-02
   2.64010560E-03  1.92690617E-02  4.03449096E-02
   2.68010720E-03  1.96714660E-02  4.08352895E-02
   2.72010880E-03  2.00768616E-02  4.13231931E-02
   2.76011040E-03  2.04852326E-02  4.18086385E-02
   2.80011200E-03  2.08965633E-02  4.22916435E-02
   2.84011360E-03  2.13108378E-02  4.27722255E-02
   2.88011520E-03  2.17280404E-02  4.32504015E-02
   2.92011680E-03  2.21481555E-02  4.37261880E-02
   2.96011840E-03  2.25711674E-02  4.41996012E-02
   3.00012000E-03  2.29970606E-02  4.46706570E-02
   3.04012160E-03  2.34258194E-02  4.51393709E-02
   3.08012320E-03  2.38574286E-02  4.56057582E-02
   3.12012480E-03  2.42918725E-02  4.60698335E-02
   3.16012641E-03  2.47291358E-02  4.65316116E-02
   3.20012801E-03  2.51692033E-02  4.69911068E-02
   3.24012961E-03  2.56120596E-02  4.74483329E-02
   3.28013121E-03  2.60576895E-02  4.79033038E-02
   3.32013281E-03  2.65060778E-02  4.83560330E-02
   3.36013441E-03  2.69572095E-02  4.88065335E-02
   3.40013601E-03  2.74110694E-02  4.92548185E-02
   3.44013761E-03  2.78676425E-02  4.97009006E-02
   3.48013921E-03  2.83269138E-02  5.01447924E-02
   3.52014081E-03  2.87888686E-02  5.05865061E-02
   3.56014241E-03  2.92534917E-02  5.10260539E-02
   3.60014401E-03  2.97207686E-02  5.14634475E-02
   3.64014561E-03  3.01906843E-02  5.18986988E-02
   3.68014721E-03  3.06632242E-02  5.23318192E-02
   3.72014881E-03  3.11383737E-02  5.27628199E-02
   3.76015041E-03  3.16161180E-02  5.31917122E-02
   3.80015201E-03  3.20964427E-02  5.36185069E-02
   3.84015361E-03  3.25793332E-02  5.40432149E-02
   3.88015521E-03  3.30647750E-02  5.44658467E-02
   3.92015681E-03  3.35527539E-02  5.48864128E-02
   3.96015841E-03  3.40432553E-02  5.53049235E-02
   4.00016001E-03  3.45362650E-02  5.57213890E-02
   4.04016161E-03  3.50317686E-02  5.61358192E-02
   4.08016321E-03  3.55297521E-02  5.65482241E-02
   4.12016481E-03  3.60302012E-02  5.69586133E-02
   4.16016641E-03  3.65331018E-02  5.73669964E-02
   4.20016801E-03  3.70384399E-02  5.77733830E-02
   4.24016961E-03  3.75462013E-02  5.81777822E-02
   4.28017121E-03  3.80563722E-02  5.85802035E-02
   4.32017281E-03  3.85689385E-02  5.89806558E-02
   4.36017441E-03  3.90838865E-02  5.93791481E-02
   4.40017601E-03  3.96012023E-02  5.97756892E-02
   4.44017761E-03  4.01208721E-02  6.01702880E-02
   4.48017921E-03  4.06428821E-02  6.05629531E-02
   4.52018081E-03  4.11672187E-02  6.09536930E-02
   4.56018241E-03  4.16938682E-02  6.13425162E-02
   4.60018401E-03  4.22228171E-02  6.17294309E-02
   4.64018561E-03  4.27540516E-02  6.21144454E-02
   4.68018721E-03  4.32875585E-02  6.24975679E-02
   4.72018881E-03  4.38233241E-02  6.28788064E-02
