 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: freepot.in          
 #      Free state: E= 5.893589E+02, K=  -1  (EPS= 1.0E-15)
 #        Inner phase shift= 0.000000000000000E+00
 #      Coulomb phase shift= 0.000000000000000E+00  (ETA= 0.000000E+00)
 #      Matching radius: RAD(    4)= 1.200048001920000E-04
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  1.38408633E-03 -7.93714878E-08
   8.00032001E-05  2.76817001E-03 -3.17485769E-07
   1.20004800E-04  4.15224839E-03 -7.14342296E-07
   1.60006400E-04  5.53631881E-03 -1.26994016E-06
   2.00008000E-04  6.92037863E-03 -1.98427807E-06
   2.40009600E-04  8.30442518E-03 -2.85735440E-06
   2.80011200E-04  9.68845583E-03 -3.88916714E-06
   3.20012801E-04  1.10724679E-02 -5.07971391E-06
   3.60014401E-04  1.24564588E-02 -6.42899199E-06
   4.00016001E-04  1.38404258E-02 -7.93699825E-06
   4.40017601E-04  1.52243663E-02 -9.60372925E-06
   4.80019201E-04  1.66082777E-02 -1.14291811E-05
   5.20020801E-04  1.79921572E-02 -1.34133497E-05
   5.60022401E-04  1.93760022E-02 -1.55562305E-05
   6.00024001E-04  2.07598102E-02 -1.78578184E-05
   6.40025601E-04  2.21435783E-02 -2.03181083E-05
   6.80027201E-04  2.35273041E-02 -2.29370945E-05
   7.20028801E-04  2.49109847E-02 -2.57147708E-05
   7.60030401E-04  2.62946177E-02 -2.86511311E-05
   8.00032001E-04  2.76782003E-02 -3.17461685E-05
   8.40033601E-04  2.90617298E-02 -3.49998758E-05
   8.80035201E-04  3.04452037E-02 -3.84122457E-05
   9.20036801E-04  3.18286193E-02 -4.19832702E-05
   9.60038402E-04  3.32119739E-02 -4.57129412E-05
   1.00004000E-03  3.45952648E-02 -4.96012501E-05
   1.04004160E-03  3.59784895E-02 -5.36481880E-05
   1.08004320E-03  3.73616453E-02 -5.78537455E-05
   1.12004480E-03  3.87447295E-02 -6.22179129E-05
   1.16004640E-03  4.01277394E-02 -6.67406803E-05
   1.20004800E-03  4.15106725E-02 -7.14220373E-05
   1.24004960E-03  4.28935261E-02 -7.62619730E-05
   1.28005120E-03  4.42762975E-02 -8.12604765E-05
   1.32005280E-03  4.56589841E-02 -8.64175360E-05
   1.36005440E-03  4.70415832E-02 -9.17331399E-05
   1.40005600E-03  4.84240922E-02 -9.72072759E-05
   1.44005760E-03  4.98065084E-02 -1.02839931E-04
   1.48005920E-03  5.11888292E-02 -1.08631093E-04
   1.52006080E-03  5.25710520E-02 -1.14580749E-04
   1.56006240E-03  5.39531740E-02 -1.20688884E-04
   1.60006400E-03  5.53351927E-02 -1.26955484E-04
   1.64006560E-03  5.67171054E-02 -1.33380535E-04
   1.68006720E-03  5.80989094E-02 -1.39964023E-04
   1.72006880E-03  5.94806021E-02 -1.46705932E-04
   1.76007040E-03  6.08621809E-02 -1.53606247E-04
   1.80007200E-03  6.22436431E-02 -1.60664952E-04
   1.84007360E-03  6.36249860E-02 -1.67882030E-04
   1.88007520E-03  6.50062071E-02 -1.75257465E-04
   1.92007680E-03  6.63873036E-02 -1.82791240E-04
   1.96007840E-03  6.77682730E-02 -1.90483338E-04
   2.00008000E-03  6.91491125E-02 -1.98333742E-04
   2.04008160E-03  7.05298196E-02 -2.06342432E-04
   2.08008320E-03  7.19103915E-02 -2.14509390E-04
   2.12008480E-03  7.32908257E-02 -2.22834599E-04
   2.16008640E-03  7.46711195E-02 -2.31318038E-04
