 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: custompot.in        
 #      Free state: E= 2.384976E+03, K=   1  (EPS= 1.0E-15)
 #        Inner phase shift=-0.000000000000000E+00
 #      Coulomb phase shift=-1.819197546818894E-01  (ETA=-8.861089E-01)
 #      Matching radius: RAD(   33)= 1.280051202048100E-03
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  8.34927054E-04  3.83358163E-03
   8.00032001E-05  1.59875136E-03  7.20361454E-03
   1.20004800E-04  2.35362996E-03  1.04103227E-02
   1.60006400E-04  3.11078052E-03  1.35110737E-02
   2.00008000E-04  3.87511135E-03  1.65322645E-02
   2.40009600E-04  4.64930335E-03  1.94891233E-02
   2.80011200E-04  5.43499836E-03  2.23915594E-02
   3.20012801E-04  6.23327365E-03  2.52465318E-02
   3.60014401E-04  7.04486812E-03  2.80591932E-02
   4.00016001E-04  7.87030324E-03  3.08335111E-02
   4.40017601E-04  8.70995342E-03  3.35726332E-02
   4.80019201E-04  9.56408957E-03  3.62791177E-02
   5.20020801E-04  1.04329073E-02  3.89550840E-02
   5.60022401E-04  1.13165463E-02  4.16023166E-02
   6.00024001E-04  1.22151032E-02  4.42223386E-02
   6.40025601E-04  1.31286417E-02  4.68164654E-02
   6.80027201E-04  1.40571993E-02  4.93858442E-02
   7.20028801E-04  1.50007924E-02  5.19314845E-02
   7.60030401E-04  1.59594209E-02  5.44542815E-02
   8.00032001E-04  1.69330707E-02  5.69550346E-02
   8.40033601E-04  1.79217164E-02  5.94344620E-02
   8.80035201E-04  1.89253231E-02  6.18932124E-02
   9.20036801E-04  1.99438484E-02  6.43318749E-02
   9.60038402E-04  2.09772429E-02  6.67509869E-02
   1.00004000E-03  2.20254518E-02  6.91510405E-02
   1.04004160E-03  2.30884157E-02  7.15324880E-02
   1.08004320E-03  2.41660709E-02  7.38957470E-02
   1.12004480E-03  2.52583506E-02  7.62412037E-02
   1.16004640E-03  2.63651847E-02  7.85692170E-02
   1.20004800E-03  2.74865008E-02  8.08801208E-02
   1.24004960E-03  2.86222242E-02  8.31742268E-02
   1.28005120E-03  2.97722784E-02  8.54518268E-02
   1.32005280E-03  3.09365852E-02  8.77131943E-02
   1.36005440E-03  3.21150650E-02  8.99585863E-02
   1.40005600E-03  3.33076370E-02  9.21882451E-02
   1.44005760E-03  3.45142193E-02  9.44023991E-02
   1.48005920E-03  3.57347293E-02  9.66012641E-02
   1.52006080E-03  3.69690833E-02  9.87850446E-02
   1.56006240E-03  3.82171971E-02  1.00953934E-01
   1.60006400E-03  3.94789859E-02  1.03108118E-01
   1.64006560E-03  4.07543645E-02  1.05247770E-01
   1.68006720E-03  4.20432471E-02  1.07373057E-01
   1.72006880E-03  4.33455476E-02  1.09484139E-01
   1.76007040E-03  4.46611797E-02  1.11581168E-01
   1.80007200E-03  4.59900569E-02  1.13664288E-01
   1.84007360E-03  4.73320922E-02  1.15733638E-01
   1.88007520E-03  4.86871987E-02  1.17789353E-01
   1.92007680E-03  5.00552894E-02  1.19831559E-01
   1.96007840E-03  5.14362770E-02  1.21860380E-01
   2.00008000E-03  5.28300743E-02  1.23875932E-01
   2.04008160E-03  5.42365941E-02  1.25878331E-01
   2.08008320E-03  5.56557490E-02  1.27867684E-01
   2.12008480E-03  5.70874518E-02  1.29844097E-01
   2.16008640E-03  5.85316152E-02  1.31807672E-01
   2.20008800E-03  5.99881521E-02  1.33758506E-01
   2.24008960E-03  6.14569751E-02  1.35696695E-01
   2.28009120E-03  6.29379974E-02  1.37622329E-01
   2.32009280E-03  6.44311318E-02  1.39535497E-01
   2.36009440E-03  6.59362914E-02  1.41436286E-01
   2.40009600E-03  6.74533895E-02  1.43324778E-01
   2.44009760E-03  6.89823393E-02  1.45201053E-01
   2.48009920E-03  7.05230543E-02  1.47065190E-01
   2.52010080E-03  7.20754480E-02  1.48917265E-01
   2.56010240E-03  7.36394341E-02  1.50757350E-01
   2.60010400E-03  7.52149264E-02  1.52585519E-01
   2.64010560E-03  7.68018388E-02  1.54401840E-01
   2.68010720E-03  7.84000855E-02  1.56206381E-01
   2.72010880E-03  8.00095807E-02  1.57999208E-01
   2.76011040E-03  8.16302389E-02  1.59780385E-01
   2.80011200E-03  8.32619745E-02  1.61549976E-01
   2.84011360E-03  8.49047024E-02  1.63308040E-01
   2.88011520E-03  8.65583374E-02  1.65054638E-01
   2.92011680E-03  8.82227945E-02  1.66789827E-01
   2.96011840E-03  8.98979891E-02  1.68513664E-01
   3.00012000E-03  9.15838364E-02  1.70226205E-01
   3.04012160E-03  9.32802521E-02  1.71927505E-01
