 # Radial wave functions calculated by RADIAL.
 # **** Dirac equation. Numerical potential.
 #      Input potential file: custompot.in        
 #      Free state: E= 1.101171E+02, K=   1  (EPS= 1.0E-15)
 #        Inner phase shift= 0.000000000000000E+00
 #      Coulomb phase shift=-3.082306551990667E+00  (ETA=-3.790086E+00)
 #      Matching radius: RAD(  222)= 8.840353614144600E-03
 #       R              P(R)            Q(R)
   0.00000000E+00  0.00000000E+00  0.00000000E+00
   4.00016001E-05  2.48433924E-04  1.14197989E-03
   8.00032001E-05  4.75307692E-04  2.14640353E-03
   1.20004800E-04  6.99165271E-04  3.10265553E-03
   1.60006400E-04  9.23366661E-04  4.02781012E-03
   2.00008000E-04  1.14938845E-03  4.92972307E-03
   2.40009600E-04  1.37804159E-03  5.81292656E-03
   2.80011200E-04  1.60982621E-03  6.68037022E-03
   3.20012801E-04  1.84507335E-03  7.53412602E-03
   3.60014401E-04  2.08401259E-03  8.37572876E-03
   4.00016001E-04  2.32680828E-03  9.20636071E-03
   4.40017601E-04  2.57358057E-03  1.00269605E-02
   4.80019201E-04  2.82441846E-03  1.08382914E-02
   5.20020801E-04  3.07938830E-03  1.16409862E-02
   5.60022401E-04  3.33853954E-03  1.24355784E-02
   6.00024001E-04  3.60190869E-03  1.32225235E-02
   6.40025601E-04  3.86952226E-03  1.40022154E-02
   6.80027201E-04  4.14139884E-03  1.47749981E-02
   7.20028801E-04  4.41755069E-03  1.55411745E-02
   7.60030401E-04  4.69798497E-03  1.63010137E-02
   8.00032001E-04  4.98270466E-03  1.70547561E-02
   8.40033601E-04  5.27170928E-03  1.78026183E-02
   8.80035201E-04  5.56499552E-03  1.85447960E-02
   9.20036801E-04  5.86255766E-03  1.92814673E-02
   9.60038402E-04  6.16438799E-03  2.00127947E-02
   1.00004000E-03  6.47047708E-03  2.07389276E-02
   1.04004160E-03  6.78081409E-03  2.14600032E-02
   1.08004320E-03  7.09538692E-03  2.21761487E-02
   1.12004480E-03  7.41418244E-03  2.28874817E-02
   1.16004640E-03  7.73718662E-03  2.35941117E-02
   1.20004800E-03  8.06438464E-03  2.42961411E-02
   1.24004960E-03  8.39576102E-03  2.49936652E-02
   1.28005120E-03  8.73129970E-03  2.56867737E-02
   1.32005280E-03  9.07098415E-03  2.63755506E-02
   1.36005440E-03  9.41479737E-03  2.70600754E-02
   1.40005600E-03  9.76272201E-03  2.77404227E-02
   1.44005760E-03  1.01147404E-02  2.84166632E-02
   1.48005920E-03  1.04708346E-02  2.90888640E-02
   1.52006080E-03  1.08309864E-02  2.97570885E-02
   1.56006240E-03  1.11951775E-02  3.04213971E-02
   1.60006400E-03  1.15633892E-02  3.10818474E-02
   1.64006560E-03  1.19356029E-02  3.17384940E-02
   1.68006720E-03  1.23117997E-02  3.23913893E-02
   1.72006880E-03  1.26919607E-02  3.30405831E-02
   1.76007040E-03  1.30760668E-02  3.36861234E-02
   1.80007200E-03  1.34640990E-02  3.43280559E-02
   1.84007360E-03  1.38560381E-02  3.49664245E-02
   1.88007520E-03  1.42518650E-02  3.56012715E-02
   1.92007680E-03  1.46515603E-02  3.62326374E-02
   1.96007840E-03  1.50551048E-02  3.68605612E-02
   2.00008000E-03  1.54624794E-02  3.74850805E-02
   2.04008160E-03  1.58736646E-02  3.81062315E-02
   2.08008320E-03  1.62886412E-02  3.87240491E-02
   2.12008480E-03  1.67073900E-02  3.93385672E-02
   2.16008640E-03  1.71298917E-02  3.99498183E-02
   2.20008800E-03  1.75561271E-02  4.05578340E-02
   2.24008960E-03  1.79860769E-02  4.11626448E-02
   2.28009120E-03  1.84197221E-02  4.17642804E-02
   2.32009280E-03  1.88570434E-02  4.23627693E-02
   2.36009440E-03  1.92980217E-02  4.29581395E-02
   2.40009600E-03  1.97426380E-02  4.35504179E-02
   2.44009760E-03  2.01908732E-02  4.41396307E-02
   2.48009920E-03  2.06427083E-02  4.47258035E-02
   2.52010080E-03  2.10981244E-02  4.53089610E-02
   2.56010240E-03  2.15571026E-02  4.58891273E-02
   2.60010400E-03  2.20196240E-02  4.64663260E-02
   2.64010560E-03  2.24856699E-02  4.70405798E-02
   2.68010720E-03  2.29552214E-02  4.76119112E-02
   2.72010880E-03  2.34282598E-02  4.81803417E-02
   2.76011040E-03  2.39047666E-02  4.87458926E-02
   2.80011200E-03  2.43847231E-02  4.93085847E-02
   2.84011360E-03  2.48681108E-02  4.98684381E-02
   2.88011520E-03  2.53549113E-02  5.04254725E-02
   2.92011680E-03  2.58451060E-02  5.09797073E-02
   2.96011840E-03  2.63386766E-02  5.15311613E-02
   3.00012000E-03  2.68356049E-02  5.20798530E-02
   3.04012160E-03  2.73358725E-02  5.26258004E-02
   3.08012320E-03  2.78394612E-02  5.31690212E-02
   3.12012480E-03  2.83463531E-02  5.37095326E-02
   3.16012641E-03  2.88565298E-02  5.42473518E-02
